folio,siteNumber,phase,user,startDate,partId,sku,unr,unrId,qty,fac_qty,unitaryPrice, Adjusted income (TOTAL) ,rent,,period
A05140092,70042233,Facturado,gp@vsys.com,24/06/2016,26619112,UNC.CUAD.916.1,UNR.CUAD.916.1,26619113,1,1,$262.50,$262.50,$262.50,,
A05140070,71360377,Facturado,gp@vsys.com,11/10/2016,26612089,UNC.CUAD.903.1,UNR.CUAD.903.1,26612114,8,8,$162.80,"$1,302.40","$1,302.40",,
A05140070,71360377,Facturado,gp@vsys.com,11/10/2016,26612116,UNC.CUAD.904.1,UNR.CUAD.904.1,26612131,2,2,$162.80,$325.60,$325.60,,
A05140070,71360377,Facturado,gp@vsys.com,11/10/2016,26612132,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,26612430,58,57,$162.80,"$9,442.40","$9,279.60",,
A05140070,71360377,Facturado,gp@vsys.com,11/10/2016,26612431,UNC.CUAD.911.1,UNR.CUAD.911.1,26612432,67,66,$12.00,$804.00,$792.00,,
A05140070,71360377,Facturado,gp@vsys.com,11/10/2016,26612434,UNC.CUAD.917.1,UNR.CUAD.917.1,26612435,1,1,$430.50,$430.50,$430.50,,
A05140070,71360377,Facturado,gp@vsys.com,31/10/2016,26612132,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,26612430,58,1,$162.80,"$9,442.40",$162.80,,
A05140070,71360377,Facturado,gp@vsys.com,31/10/2016,26612431,UNC.CUAD.911.1,UNR.CUAD.911.1,26612432,67,1,$12.00,$804.00,$12.00,,
A05140093,71308529,Facturado,gp@vsys.com,24/11/2016,26618160,UNC.CUAD.904.1,UNR.CUAD.904.1,26618201,11,11,$162.80,"$1,790.80","$1,790.80",,
A05140093,71308529,Facturado,gp@vsys.com,24/11/2016,26618202,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,26618447,59,59,$162.80,"$9,605.20","$9,605.20",,
A05140093,71308529,Facturado,gp@vsys.com,24/11/2016,26618448,UNC.CUAD.911.1,UNR.CUAD.911.1,26618449,70,70,$12.00,$840.00,$840.00,,
A05140093,71308529,Facturado,gp@vsys.com,24/11/2016,26618450,UNC.CUAD.917.1,UNR.CUAD.917.1,26618451,1,1,$430.50,$430.50,$430.50,,
A05140096,70042293,Facturado,gp@vsys.com,30/11/2016,26620042,UNC.CUAD.903.1,UNR.CUAD.903.1,26620064,7,7,$162.80,"$1,139.60","$1,139.60",,
A05140096,70042293,Facturado,gp@vsys.com,30/11/2016,26620065,UNC.CUAD.904.1,UNR.CUAD.904.1,26620109,12,12,$162.80,"$1,953.60","$1,953.60",,
A05140096,70042293,Facturado,gp@vsys.com,30/11/2016,26620110,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,26620303,46,42,$162.80,"$7,488.80","$6,837.60",,
A05140096,70042293,Facturado,gp@vsys.com,30/11/2016,26620304,UNC.CUAD.911.1,UNR.CUAD.911.1,26620305,61,61,$12.00,$732.00,$732.00,,
A05140096,70042293,Facturado,gp@vsys.com,30/11/2016,26620306,UNC.CUAD.917.1,UNR.CUAD.917.1,26620307,1,1,$430.50,$430.50,$430.50,,
A05140143,70181820,Facturado,gp@vsys.com,31/01/2017,26619734,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,26619735,1,1,$162.80,$162.80,$162.80,,
A05140143,70181820,Facturado,gp@vsys.com,31/01/2017,26619784,UNC.CUAD.911.1,UNR.CUAD.911.1,26619785,1,1,$12.00,$12.00,$12.00,,
A05140070,71360377,Facturado,gp@vsys.com,31/01/2017,26612132,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,26612133,1,1,$162.80,$162.80,$162.80,,
A05140070,71360377,Facturado,gp@vsys.com,31/01/2017,26612431,UNC.CUAD.911.1,UNR.CUAD.911.1,26612432,1,1,$12.00,$12.00,$12.00,,
A05140071,70003389,Facturado,gp@vsys.com,22/03/2017,26615591,UNC.CUAD.903.1,UNR.CUAD.903.1,26615661,31,1,$162.80,"$5,046.80",$162.80,,
A05140071,70003389,Facturado,gp@vsys.com,23/03/2017,26615840,UNC.CUAD.911.1,UNR.CUAD.911.1,26615841,80,1,$12.00,$960.00,$12.00,,
A05140070,71360377,Facturado,gp@vsys.com,25/04/2017,26612132,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,26612430,70,1,$162.80,"$11,396.00",$162.80,,
A05140070,71360377,Facturado,gp@vsys.com,25/04/2017,26612431,UNC.CUAD.911.1,UNR.CUAD.911.1,26612432,84,1,$12.00,"$1,008.00",$12.00,,
A05140054,71360218,Facturado,gp@vsys.com,18/04/2017,26608064,UNC.CUAD.904.1,UNR.CUAD.904.1,26608111,13,13,$162.80,"$2,116.40","$2,116.40",,
A05140054,71360218,Facturado,gp@vsys.com,18/04/2017,26608112,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,26608609,122,103,$162.80,"$19,861.60","$16,768.40",,
A05140054,71360218,Facturado,gp@vsys.com,18/04/2017,26608754,UNC.CUAD.911.1,UNR.CUAD.911.1,26608755,135,116,$12.00,"$1,620.00","$1,392.00",,
A05140054,71360218,Facturado,gp@vsys.com,18/04/2017,26608756,UNC.CUAD.917.1,UNR.CUAD.917.1,26608757,1,1,$430.50,$430.50,$430.50,,
A05140054,71360218,Facturado,gp@vsys.com,18/04/2017,26608760,UNC.CUAD.920.1,NA,NA,1,1,"$60,000.00", $-   , $-   ,,
A05140096,70042293,Facturado,gp@vsys.com,02/05/2017,26620110,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26620303,46,1,$162.80,"$7,488.80",$162.80,,
A05140096,70042293,Facturado,gp@vsys.com,02/05/2017,26620304,UNC.CUAD.911.1,UNR.CUAD.911.1,26620305,67,1,$12.00,$804.00,$12.00,,
A05140054,71360218,Facturado,gp@vsys.com,24/05/2017,26608112,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26608609,122,1,$162.80,"$19,861.60",$162.80,,
A05140054,71360218,Facturado,gp@vsys.com,24/05/2017,26608754,UNC.CUAD.911.1,UNR.CUAD.911.1,26608755,135,1,$12.00,"$1,620.00",$12.00,,
A05140145,70003473,Facturado,gp@vsys.com,25/05/2017,26618573,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26618674,23,1,$162.80,"$3,744.40",$162.80,,
A05140145,70003473,Facturado,gp@vsys.com,25/05/2017,26618719,UNC.CUAD.911.1,UNR.CUAD.911.1,26618720,35,1,$12.00,$420.00,$12.00,,
A05140054,71360218,Facturado,gp@vsys.com,14/08/2017,26608112,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26608609,122,1,$162.80,"$19,861.60",$162.80,,
A05140054,71360218,Facturado,gp@vsys.com,14/08/2017,26608754,UNC.CUAD.911.1,UNR.CUAD.911.1,26608755,135,1,$12.00,"$1,620.00",$12.00,,
A05140070,71360377,Facturado,gp@vsys.com,14/08/2017,26612132,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26612430,70,1,$162.80,"$11,396.00",$162.80,,
A05140070,71360377,Facturado,gp@vsys.com,14/08/2017,26612431,UNC.CUAD.911.1,UNR.CUAD.911.1,26612432,84,1,$12.00,"$1,008.00",$12.00,,
A05140071,70003389,Facturado,gp@vsys.com,11/10/2017,26615782,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26615839,12,1,$162.80,"$1,953.60",$162.80,,
A05140071,70003389,Facturado,gp@vsys.com,11/10/2017,26615840,UNC.CUAD.911.1,UNR.CUAD.911.1,26615841,80,1,$12.00,$960.00,$12.00,,
A05140096,70042293,Facturado,gp@vsys.com,05/10/2017,26620110,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26620303,46,1,$162.80,"$7,488.80",$162.80,,
A05140096,70042293,Facturado,gp@vsys.com,05/10/2017,26620304,UNC.CUAD.911.1,UNR.CUAD.911.1,26620305,67,1,$12.00,$804.00,$12.00,,
A05140096,70042293,Facturado,gp@vsys.com,28/12/2017,26620110,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26620303,46,3,$162.80,"$7,488.80",$488.40,,
A05140096,70042293,Facturado,gp@vsys.com,28/12/2017,26620304,UNC.CUAD.911.1,UNR.CUAD.911.1,26620305,67,3,$12.00,$804.00,$36.00,,
A05140054,71360218,Facturado,gp@vsys.com,09/01/2018,26608112,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26608609,122,3,$162.80,"$19,861.60",$488.40,,
A05140054,71360218,Facturado,gp@vsys.com,09/01/2018,26608754,UNC.CUAD.911.1,UNR.CUAD.911.1,26608755,135,3,$12.00,"$1,620.00",$36.00,,
A05140070,71360377,Facturado,gp@vsys.com,09/02/2018,26612132,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26612430,70,1,$162.80,"$11,396.00",$162.80,,
A05140070,71360377,Facturado,gp@vsys.com,09/02/2018,26612431,UNC.CUAD.911.1,UNR.CUAD.911.1,26612432,84,1,$12.00,"$1,008.00",$12.00,,
A05140054,71360218,Facturado,gp@vsys.com,15/02/2018,26608112,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26608609,122,3,$162.80,"$19,861.60",$488.40,,
A05140054,71360218,Facturado,gp@vsys.com,15/02/2018,26608754,UNC.CUAD.911.1,UNR.CUAD.911.1,26608755,135,3,$12.00,"$1,620.00",$36.00,,
A05140054,71360218,Facturado,gp@vsys.com,24/04/2018,26608112,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26608609,122,1,$162.80,"$19,861.60",$162.80,,
A05140054,71360218,Facturado,gp@vsys.com,24/04/2018,26608754,UNC.CUAD.911.1,UNR.CUAD.911.1,26608755,135,1,$12.00,"$1,620.00",$12.00,,
A05140054,71360218,Facturado,gp@vsys.com,16/08/2018,26608112,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26608609,122,1,$162.80,"$19,861.60",$162.80,,
A05140054,71360218,Facturado,gp@vsys.com,16/08/2018,26608754,UNC.CUAD.911.1,UNR.CUAD.911.1,26608755,135,1,$12.00,"$1,620.00",$12.00,,
A02140007,70085860,Facturado,gp@vsys.com,16/06/2014,26329866,UNC.CUAD.901.1,UNR.CUAD.901.1,26330231,60,7,$136.30,"$8,178.00",$954.10,,
A02140258,70085860,Facturado,gp@vsys.com,16/06/2014,26330876,UNC.CUAD.904.1,UNR.CUAD.904.1,26330231,205,128,$162.80,"$33,374.00","$20,838.40",,
A02140258,70085860,Facturado,gp@vsys.com,16/06/2014,26330878,UNC.CUAD.906.1,UNR.CUAD.906.1,26330231,200,179,$18.50,"$3,700.00","$3,311.50",,
A02140260,70085860,Facturado,gp@vsys.com,16/06/2014,26330897,UNC.CUAD.907.1,UNR.CUAD.907.1,26331904,200,181,$18.50,"$3,700.00","$3,348.50",,
A02140260,70085860,Facturado,gp@vsys.com,16/06/2014,26331918,UNC.CUAD.916.1,UNR.CUAD.916.1,26330231,7,7,$262.50,"$1,837.50","$1,837.50",,
A02140260,70085860,Facturado,gp@vsys.com,16/06/2014,26331925,UNC.CUAD.918.1,UNR.CUAD.918.1,26330231,3,2,$455.00,"$1,365.00",$910.00,,
A02140260,70085860,Facturado,gp@vsys.com,16/06/2014,26331923,UNC.CUAD.919.1,UNR.CUAD.919.1,26330231,3,2,$455.00,"$1,365.00",$910.00,,
A04140059,70085860,Facturado,gp@vsys.com,16/06/2014,26544618,UNC.CUAD.903.1,UNR.CUAD.903.1,26544629,550,529,$162.80,"$89,540.00","$86,121.20",,
A02140007,70085860,Facturado,gp@vsys.com,21/07/2014,26329866,UNC.CUAD.901.1,UNR.CUAD.901.1,26330231,60,2,$136.30,"$8,178.00",$272.60,,
A02140258,70085860,Facturado,gp@vsys.com,21/07/2014,26330876,UNC.CUAD.904.1,UNR.CUAD.904.1,26330877,205,1,$162.80,"$33,374.00",$162.80,,
A02140258,70085860,Facturado,gp@vsys.com,21/07/2014,26330878,UNC.CUAD.906.1,UNR.CUAD.906.1,26330879,200,5,$18.50,"$3,700.00",$92.50,,
A04140059,70085860,Facturado,gp@vsys.com,21/07/2014,26544618,UNC.CUAD.903.1,UNR.CUAD.903.1,26544629,550,21,$162.80,"$89,540.00","$3,418.80",,
A04140061,70085860,Facturado,gp@vsys.com,21/07/2014,26544642,UNC.CUAD.903.1,UNR.CUAD.903.1,26544653,493,76,$162.80,"$80,260.40","$12,372.80",,
A04140061,70085860,Facturado,gp@vsys.com,04/08/2014,26544642,UNC.CUAD.903.1,UNR.CUAD.903.1,26544653,493,365,$162.80,"$80,260.40","$59,422.00",,
A02140258,70085860,Facturado,gp@vsys.com,21/07/2014,26330876,UNC.CUAD.904.1,UNR.CUAD.904.1,26330877,205,66,$162.80,"$33,374.00","$10,744.80",,
A04140062,70085860,Facturado,gp@vsys.com,16/09/2014,26544630,UNC.CUAD.903.1,UNR.CUAD.903.1,26544641,493,414,$162.80,"$80,260.40","$67,399.20",,
A04140061,70085860,Facturado,gp@vsys.com,16/09/2014,26544642,UNC.CUAD.903.1,UNR.CUAD.903.1,26544653,493,52,$162.80,"$80,260.40","$8,465.60",,
A02140258,70085860,Facturado,gp@vsys.com,16/09/2014,26330876,UNC.CUAD.904.1,UNR.CUAD.904.1,26330877,205,10,$162.80,"$33,374.00","$1,628.00",,
A04140062,70085860,Facturado,gp@vsys.com,16/11/2014,26544630,UNC.CUAD.903.1,UNR.CUAD.903.1,26544641,493,8,$162.80,"$80,260.40","$1,302.40",,
A10140173 ,70085860,Facturado,gp@vsys.com,16/11/2014,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,7,$162.80,"$16,280.00","$1,139.60",,
A02140258,70085860,Facturado,gp@vsys.com,16/11/2014,26330878,UNC.CUAD.906.1,UNR.CUAD.906.1,26330879,200,5,$18.50,"$3,700.00",$92.50,,
A04140062,70085860,Facturado,gp@vsys.com,19/12/2014,26544630,UNC.CUAD.903.1,UNR.CUAD.903.1,26544641,493,22,$162.80,"$80,260.40","$3,581.60",,
A04140062,70085860,Facturado,gp@vsys.com,27/01/2015,26544630,UNC.CUAD.903.1,UNR.CUAD.903.1,26544641,493,4,$162.80,"$80,260.40",$651.20,,
A04140062,70085860,Facturado,gp@vsys.com,10/03/2015,26544630,UNC.CUAD.903.1,UNR.CUAD.903.1,26544641,493,7,$162.80,"$80,260.40","$1,139.60",,
A10140173,70085860,Facturado,gp@vsys.com,10/03/2015,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,1,$162.80,"$16,280.00",$162.80,,
A04140062,70085860,Facturado,gp@vsys.com,10/04/2015,26544630,UNC.CUAD.903.1,UNR.CUAD.903.1,26544641,493,4,$162.80,"$80,260.40",$651.20,,
A04140062,70085860,Facturado,gp@vsys.com,10/06/2015,26544630,UNC.CUAD.903.1,UNR.CUAD.903.1,26544641,493,2,$162.80,"$80,260.40",$325.60,,
A10140173,70085860,Facturado,gp@vsys.com,22/06/2015,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,1,$162.80,"$16,280.00",$162.80,,
A04140062,70085860,Facturado,gp@vsys.com,24/08/2015,26544630,UNC.CUAD.903.1,UNR.CUAD.903.1,26544641,493,7,$162.80,"$80,260.40","$1,139.60",,
A04140062,70085860,Facturado,gp@vsys.com,14/07/2015,26544630,UNC.CUAD.903.1,UNR.CUAD.903.1,26544641,493,1,$162.80,"$80,260.40",$162.80,,
A10140173,70085860,Facturado,gp@vsys.com,13/11/2015,27378340,UNC.CUAD.912.1,UNR.CUAD.912.1,27378648,100,2,$162.80,"$16,280.00",$325.60,,
A04140062,70085860,Facturado,gp@vsys.com,18/04/2016,26544630,UNC.CUAD.903.1,UNR.CUAD.903.1,26544641,493,9,$162.80,"$80,260.40","$1,465.20",,
A04140062,70085860,Facturado,gp@vsys.com,20/05/2016,26544630,UNC.CUAD.903.1,UNR.CUAD.903.1,26544641,493,8,$162.80,"$80,260.40","$1,302.40",,
A02140260,70085860,Facturado,gp@vsys.com,24/08/2016,26330897,UNC.CUAD.907.1,UNR.CUAD.907.1,26330898,200,1,$18.50,"$3,700.00",$18.50,,
A10140173,70085860,Facturado,gp@vsys.com,17/11/2016,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,7,$162.80,"$16,280.00","$1,139.60",,
A10140173,70085860,Facturado,gp@vsys.com,06/12/2016,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,3,$162.80,"$16,280.00",$488.40,,
A10140173,70085860,Facturado,gp@vsys.com,02/01/2017,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,1,$162.80,"$16,280.00",$162.80,,
A10140173,70085860,Facturado,gp@vsys.com,23/02/2017,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,2,$162.80,"$16,280.00",$325.60,,
A10140173,70085860,Facturado,gp@vsys.com,23/02/2017,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,2,$162.80,"$16,280.00",$325.60,,
A02140260,70085860,Facturado,gp@vsys.com,29/03/2017,26330897,UNC.CUAD.907.1,UNR.CUAD.907.1,26330898,200,2,$18.50,"$3,700.00",$37.00,,
A10140173,70085860,Facturado,gp@vsys.com,04/04/2017,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,6,$162.80,"$16,280.00",$976.80,,
A10140173,70085860,Facturado,gp@vsys.com,26/05/2017,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,5,$162.80,"$16,280.00",$814.00,,
A10140173,70085860,Facturado,gp@vsys.com,12/06/2017,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,3,$162.80,"$16,280.00",$488.40,,
A10140173,70085860,Facturado,gp@vsys.com,26/07/2017,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,5,$162.80,"$16,280.00",$814.00,,
A10140173,70085860,Facturado,gp@vsys.com,31/07/2017,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,2,$162.80,"$16,280.00",$325.60,,
A10140173,70085860,Facturado,gp@vsys.com,01/09/2017,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,3,$162.80,"$16,280.00",$488.40,,
A10140173,70085860,Facturado,gp@vsys.com,06/10/2017,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,2,$162.80,"$16,280.00",$325.60,,
A02140260,70085860,Facturado,gp@vsys.com,05/10/2017 ,26330897,UNC.CUAD.907.1,UNR.CUAD.907.1,26331904,200,1,$18.50,"$3,700.00",$18.50,,
A04140062,70085860,Facturado,gp@vsys.com,09/11/2017,26544618,UNC.CUAD.903.1,UNR.CUAD.903.1,26544629,493,4,$162.80,"$80,260.40",$651.20,,
A10140173,70085860,Facturado,gp@vsys.com,07/12/2017,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,2,$162.80,"$16,280.00",$325.60,,
A04140062,70085860,Facturado,gp@vsys.com,19/12/2017,26544630,UNC.CUAD.903.1,UNR.CUAD.903.1,26544641,493,2,$162.80,"$80,260.40",$325.60,,
A10140173,70085860,Facturado,gp@vsys.com,05/01/2018,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,7,$162.80,"$16,280.00","$1,139.60",,
A02140260,70085860,Facturado,gp@vsys.com,24/01/2018,26330897,UNC.CUAD.907.1,UNR.CUAD.907.1,26331904,200,2,$18.50,"$3,700.00",$37.00,,
A10140173,70085860,Facturado,gp@vsys.com,14/02/2018,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,4,$162.80,"$16,280.00",$651.20,,
A10140173,70085860,Facturado,gp@vsys.com,23/03/2018,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,5,$162.80,"$16,280.00",$814.00,,
A02140258,70085860,Facturado,gp@vsys.com,11/04/2018,26330876,UNC.CUAD.904.1,UNR.CUAD.904.1,26330877,100,2,$162.80,"$16,280.00",$325.60,,
A10140173,70085860,Facturado,gp@vsys.com,07/05/2018,27378031,UNC.CUAD.904.1,UNR.CUAD.904.1,27378339,100,1,$162.80,"$16,280.00",$162.80,,
A03180483,70085860,Facturado,gp@vsys.com,30/07/2018,32781730,UNC.CUAD.V9.2,UNR.CUAD.V9.2,32781859,10,5,$162.80,"$1,628.00",$814.00,,
A07180567,70085860,Facturado,gp@vsys.com,14/09/2018,33284616,UNC.CUAD.V9.2,UNR.CUAD.V9.2,33284685,5,5,$125.85,$629.25,$629.25,,
A07180817,70085860,Facturado,gp@vsys.com,14/03/2019,33325194,UNC.CUAD.V9.2,UNR.CUAD.V9.2,33325359,2,2,$125.85,$251.70,$251.70,,
A01170410,71603993,Facturado,gp@vsys.com,27/03/2017,30989786,UNC.CUAD.904.1,UNR.CUAD.904.1,30989786,1,1,$162.80,$162.80,$162.80,,
A01170414,71604003,Facturado,gp@vsys.com,27/03/2017,30989844,UNC.CUAD.911.1,UNC.CUAD.911.1,30989844,1,1,$12.00,$12.00,$12.00,,
A01170414,71604003,Facturado,gp@vsys.com,27/03/2017,30989846,UNC.CUAD.904.1,UNR.CUAD.904.1,30989846,1,1,$162.80,$162.80,$162.80,,
A01170420,71604019,Facturado,gp@vsys.com,29/03/2017,30989900,UNC.CUAD.904.1,UNR.CUAD.904.1,30989900,1,1,$162.80,$162.80,$162.80,,
A01170420,71604019,Facturado,gp@vsys.com,29/03/2017,30989914,UNC.CUAD.911.1,UNC.CUAD.911.1,30989914,1,1,$12.00,$12.00,$12.00,,
A01170421,71604022,Facturado,gp@vsys.com,22/03/2017,30989924,UNC.CUAD.904.1,UNR.CUAD.904.1,30989924,1,1,$162.80,$162.80,$162.80,,
A01170421,71604022,Facturado,gp@vsys.com,22/03/2017,30989938,UNC.CUAD.911.1,UNC.CUAD.911.1,30989938,1,1,$12.00,$12.00,$12.00,,
A01170429,71610837,Facturado,gp@vsys.com,28/03/2017,30991164,UNC.CUAD.904.1,UNR.CUAD.904.1,30991164,1,1,$162.80,$162.80,$162.80,,
A01170429,71610837,Facturado,gp@vsys.com,28/03/2017,30991178,UNC.CUAD.911.1,UNC.CUAD.911.1,30991178,1,1,$12.00,$12.00,$12.00,,
A01170430,71604185,Facturado,gp@vsys.com,22/03/2017,30990044,UNC.CUAD.904.1,UNR.CUAD.904.1,30990044,1,1,$162.80,$162.80,$162.80,,
A01170430,71604185,Facturado,gp@vsys.com,22/03/2017,30990058,UNC.CUAD.911.1,UNC.CUAD.911.1,30990058,1,1,$12.00,$12.00,$12.00,,
A01170434,71610903,Facturado,gp@vsys.com,29/03/2017,30991224,UNC.CUAD.904.1,UNR.CUAD.904.1,30991224,1,1,$162.80,$162.80,$162.80,,
A01170434,71610903,Facturado,gp@vsys.com,29/03/2017,30991238,UNC.CUAD.911.1,UNC.CUAD.911.1,30991238,1,1,$12.00,$12.00,$12.00,,
A01170435,71604191,Facturado,gp@vsys.com,28/03/2017,30990104,UNC.CUAD.904.1,UNR.CUAD.904.1,30990104,1,1,$162.80,$162.80,$162.80,,
A01170435,71604191,Facturado,gp@vsys.com,28/03/2017,30990118,UNC.CUAD.911.1,UNC.CUAD.911.1,30990118,1,1,$12.00,$12.00,$12.00,,
A03170130,71609931,Facturado,gp@vsys.com,23/03/2017,30969461,UNC.CUAD.904.1,UNR.CUAD.904.1,30969461,1,1,$162.80,$162.80,$162.80,,
A03170130,71609931,Facturado,gp@vsys.com,23/03/2017,30969475,UNC.CUAD.911.1,UNC.CUAD.911.1,30969475,1,1,$12.00,$12.00,$12.00,,
A04170096,71604185,Facturado,gp@vsys.com,30/03/2017,31254510,UNC.CUAD.904.1,UNR.CUAD.904.1,31254523,1,1,$162.80,$162.80,$162.80,,
A01170386,71610770,Facturado,gp@vsys.com,03/04/2017,30969593,UNC.CUAD.904.1,UNR.CUAD.904.1,30969606,1,1,$162.80,$162.80,$162.80,,
A01170386,71610770,Facturado,gp@vsys.com,03/04/2017,30969607,UNC.CUAD.911.1,UNR.CUAD.911.1,30969608,1,1,$12.00,$12.00,$12.00,,
A01170424,71604089,Facturado,gp@vsys.com,03/04/2017,30989964,UNC.CUAD.904.1,UNR.CUAD.904.1,30989977,1,1,$162.80,$162.80,$162.80,,
A01170424,71604089,Facturado,gp@vsys.com,03/04/2017,30989978,UNC.CUAD.911.1,UNR.CUAD.911.1,30989979,1,1,$12.00,$12.00,$12.00,,
A01170437,71604442,Facturado,gp@vsys.com,04/04/2017,30990144,UNC.CUAD.904.1,UNR.CUAD.904.1,30990157,1,1,$162.80,$162.80,$162.80,,
A01170437,71604442,Facturado,gp@vsys.com,04/04/2017,30990158,UNC.CUAD.911.1,UNR.CUAD.911.1,30990159,1,1,$12.00,$12.00,$12.00,,
A01170382,71609933,Facturado,gp@vsys.com,04/04/2017,30969481,UNC.CUAD.904.1,UNR.CUAD.904.1,30969494,1,1,$162.80,$162.80,$162.80,,
A01170382,71609933,Facturado,gp@vsys.com,04/04/2017,30969495,UNC.CUAD.911.1,UNR.CUAD.911.1,30969496,1,1,$12.00,$12.00,$12.00,,
A01170412,71603999,Facturado,gp@vsys.com,04/04/2017,30989804,UNC.CUAD.904.1,UNR.CUAD.904.1,30989817,1,1,$162.80,$162.80,$162.80,,
A01170412,71603999,Facturado,gp@vsys.com,04/04/2017,30989818,UNC.CUAD.911.1,UNR.CUAD.911.1,30989819,1,1,$12.00,$12.00,$12.00,,
A01170425,71604111,Facturado,gp@vsys.com,05/04/2017,30989980,UNC.CUAD.904.1,UNR.CUAD.904.1,30989993,1,1,$162.80,$162.80,$162.80,,
A01170425,71604111,Facturado,gp@vsys.com,05/04/2017,30989994,UNC.CUAD.911.1,UNR.CUAD.911.1,30989995,1,1,$12.00,$12.00,$12.00,,
A01170433,71604187,Facturado,gp@vsys.com,05/04/2017,30990084,UNC.CUAD.904.1,UNR.CUAD.904.1,30990097,1,1,$162.80,$162.80,$162.80,,
A01170433,71604187,Facturado,gp@vsys.com,05/04/2017,30990098,UNC.CUAD.911.1,UNR.CUAD.911.1,30990099,1,1,$12.00,$12.00,$12.00,,
A01170376,71604420,Facturado,gp@vsys.com,05/04/2017,30969341,UNC.CUAD.904.1,UNR.CUAD.904.1,30969354,1,1,$162.80,$162.80,$162.80,,
A01170376,71604420,Facturado,gp@vsys.com,05/04/2017,30969355,UNC.CUAD.911.1,UNR.CUAD.911.1,30969356,1,1,$12.00,$12.00,$12.00,,
A01170371,71604330,Facturado,gp@vsys.com,06/04/2017,30969229,UNC.CUAD.904.1,UNR.CUAD.904.1,30969242,1,1,$162.80,$162.80,$162.80,,
A01170371,71604330,Facturado,gp@vsys.com,06/04/2017,30969243,UNC.CUAD.911.1,UNR.CUAD.911.1,30969244,1,1,$12.00,$12.00,$12.00,,
A01170417,71604015,Facturado,gp@vsys.com,06/04/2017,30989864,UNC.CUAD.904.1,UNR.CUAD.904.1,30989877,1,1,$162.80,$162.80,$162.80,,
A01170417,71604015,Facturado,gp@vsys.com,06/04/2017,30989878,UNC.CUAD.911.1,UNR.CUAD.911.1,30989879,1,1,$12.00,$12.00,$12.00,,
A01170390,71610834,Facturado,gp@vsys.com,07/04/2017,30969669,UNC.CUAD.911.1,UNR.CUAD.911.1,30969670,1,1,$12.00,$12.00,$12.00,,
A01170390,71610834,Facturado,gp@vsys.com,07/04/2017,30969671,UNC.CUAD.904.1,UNR.CUAD.904.1,30969684,1,1,$162.80,$162.80,$162.80,,
A01170372,71604334,Facturado,gp@vsys.com,07/04/2017,30969249,UNC.CUAD.904.1,UNR.CUAD.904.1,30969262,1,1,$162.80,$162.80,$162.80,,
A01170372,71604334,Facturado,gp@vsys.com,07/04/2017,30969263,UNC.CUAD.911.1,UNR.CUAD.911.1,30969264,1,1,$12.00,$12.00,$12.00,,
