folio,siteNumber,phase,user,startDate,partId,sku,unr,unrId,qty,fac_qty,unitaryPrice, Adjusted income (TOTAL) ,rent,,period
A09160291,71396464,Facturado,gp@vsys.com,01/07/2018,30573276,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30573277,8,6,$17.10,$136.80,$102.60,,
A09160291,71396464,Facturado,gp@vsys.com,01/07/2018,30573286,UNC.CUAD.BS.902,UNR.CUAD.BS.902,30573287,1,1,$647.10,$647.10,$647.10,,
A09160332,71293750,Facturado,gp@vsys.com,01/07/2018,30579366,UNC.CUAD.BS.101,UNR.CUAD.BS.101,30579367,54,27,$121.13,"$6,541.02","$3,270.51",,
A09160332,71293750,Facturado,gp@vsys.com,01/07/2018,30579368,UNC.CUAD.BS.103,UNR.CUAD.BS.103,30579369,3,3,$165.73,$497.19,$497.19,,
A09160332,71293750,Facturado,gp@vsys.com,01/07/2018,30579370,UNC.CUAD.BS.201, UNR.CUAD.BS.201,30579371,1,1,$51.30,$51.30,$51.30,,
A09160332,71293750,Facturado,gp@vsys.com,01/07/2018,30579372,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30579373,57,30,$17.10,$974.70,$513.00,,
A09160332,71293750,Facturado,gp@vsys.com,01/07/2018,30579441,UNC.CUAD.BS.902,UNR.CUAD.BS.902,30579442,1,1,$647.10,$647.10,$647.10,,
A10160550,71293591,Facturado,gp@vsys.com,01/07/2018,30674483,UNC.CUAD.BS.101,UNR.CUAD.BS.101,30674484,62,16,$121.13,"$7,510.06","$1,938.08",,
A10160550,71293591,Facturado,gp@vsys.com,01/07/2018,30674485,UNC.CUAD.BS.103,UNR.CUAD.BS.103,30674486,3,3,$165.73,$497.19,$497.19,,
A10160550,71293591,Facturado,gp@vsys.com,01/07/2018,30674487,UNC.CUAD.BS.201,UNR.CUAD.BS.201,30674488,1,1,$51.30,$51.30,$51.30,,
A10160550,71293591,Facturado,gp@vsys.com,01/07/2018,30674497,UNC.CUAD.BS.902,UNR.CUAD.BS.902,30674498,1,1,$647.10,$647.10,$647.10,,
A03170043,71376647,Facturado,gp@vsys.com,01/07/2018,30674420,UNC.CUAD.BS.101,UNR.CUAD.BS.101,30674421,21,7,$121.13,"$2,543.73",$847.91,,
A03170043,71376647,Facturado,gp@vsys.com,01/07/2018,30674422,UNC.CUAD.BS.103,UNR.CUAD.BS.103,30674423,3,3,$165.73,$497.19,$497.19,,
A03170043,71376647,Facturado,gp@vsys.com,01/07/2018,30674424,UNC.CUAD.BS.201,UNR.CUAD.BS.201,30674425,1,1,$51.30,$51.30,$51.30,,
A03170043,71376647,Facturado,gp@vsys.com,01/07/2018,30674434,UNC.CUAD.BS.902,UNR.CUAD.BS.902,30674435,1,1,$647.10,$647.10,$647.10,,
A09160218,71293546,Facturado,gp@vsys.com,01/09/2018,30570150,UNC.CUAD.BS.101,UNR.CUAD.BS.101,30570151,29,3,$121.13,"$3,512.77",$363.39,,
A09160218,71293546,Facturado,gp@vsys.com,01/09/2018,30570152,UNC.CUAD.BS.103,UNR.CUAD.BS.103,30570153,3,3,$165.73,$497.19,$497.19,,
A09160218,71293546,Facturado,gp@vsys.com,01/09/2018,30570154,UNC.CUAD.BS.201,UNR.CUAD.BS.201,30570155,1,1,$51.30,$51.30,$51.30,,
A09160218,71293546,Facturado,gp@vsys.com,01/09/2018,30570156,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30570157,32,6,$17.10,$547.20,$102.60,,
A09160218,71293546,Facturado,gp@vsys.com,01/09/2018,30570166,UNC.CUAD.BS.902,UNR.CUAD.BS.902,30570167,1,1,$647.10,$647.10,$647.10,,
A10160412,71293560,Facturado,gp@vsys.com,01/09/2018,30658852,UNC.CUAD.BS.101,UNR.CUAD.BS.101,30658853,21,8,$121.13,"$2,543.73",$969.04,,
A10160412,71293560,Facturado,gp@vsys.com,01/09/2018,30658854,UNC.CUAD.BS.103,UNR.CUAD.BS.103,30658855,3,3,$165.73,$497.19,$497.19,,
A10160412,71293560,Facturado,gp@vsys.com,01/09/2018,30658856,UNC.CUAD.BS.201,UNR.CUAD.BS.201,30658857,1,1,$51.30,$51.30,$51.30,,
A10160412,71293560,Facturado,gp@vsys.com,01/09/2018,30658858,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30658859,24,11,$17.10,$410.40,$188.10,,
A10160412,71293560,Facturado,gp@vsys.com,01/09/2018,30658868,UNC.CUAD.BS.902,UNR.CUAD.BS.902,30658869,1,1,$647.10,$647.10,$647.10,,
A03170092,71293681,Facturado,gp@vsys.com,01/09/2018,30617574,UNC.CUAD.BS.101,UNR.CUAD.BS.101,30617575,3,3,$121.13,$363.39,$363.39,,
A03170092,71293681,Facturado,gp@vsys.com,01/09/2018,30617576,UNC.CUAD.BS.103,UNR.CUAD.BS.103,30617577,3,3,$165.73,$497.19,$497.19,,
A03170092,71293681,Facturado,gp@vsys.com,01/09/2018,30617578,UNC.CUAD.BS.201,UNR.CUAD.BS.201,30617579,1,1,$51.30,$51.30,$51.30,,
A03170092,71293681,Facturado,gp@vsys.com,01/09/2018,30617580,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30617581,6,6,$17.10,$102.60,$102.60,,
A03170092,71293681,Facturado,gp@vsys.com,01/09/2018,30617590,UNC.CUAD.BS.902,UNR.CUAD.BS.902,30617591,1,1,$647.10,$647.10,$647.10,,
A08180968,71293681,Facturado,gp@vsys.com,01/09/2018,33433449,UNC.CUAD.BS.101,UNR.CUAD.BS.101,33433450,9,9,$121.46,"$1,093.14","$1,093.14",,
A09160221,71381306,Facturado,gp@vsys.com,01/09/2018,30569994,UNC.CUAD.BS.201,UNR.CUAD.BS.201,30569995,1,1,$51.30,$51.30,$51.30,,
A09160221,71381306,Facturado,gp@vsys.com,01/09/2018,30569999,UNC.CUAD.BS.101,UNR.CUAD.BS.101,30570000,37,33,$121.13,"$4,481.81","$3,997.29",,
A09160221,71381306,Facturado,gp@vsys.com,01/09/2018,30570001,UNC.CUAD.BS.103,UNR.CUAD.BS.103,30570002,3,3,$165.73,$497.19,$497.19,,
A09160221,71381306,Facturado,gp@vsys.com,01/09/2018,30570003,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30570004,40,33,$17.10,$684.00,$564.30,,
A09160221,71381306,Facturado,gp@vsys.com,01/09/2018,30570005,UNC.CUAD.BS.902,UNR.CUAD.BS.902,30570006,1,1,$647.10,$647.10,$647.10,,
A10160448,71293559,Facturado,gp@vsys.com,01/09/2018,30659130,UNC.CUAD.BS.902,UNR.CUAD.BS.902,30659131,1,1,$647.10,$647.10,$647.10,,
A10160448,71293559,Facturado,gp@vsys.com,01/09/2018,30659158,UNC.CUAD.BS.101,UNR.CUAD.BS.101,30659159,21,4,$121.13,"$2,543.73",$484.52,,
A10160448,71293559,Facturado,gp@vsys.com,01/09/2018,30659160,UNC.CUAD.BS.103,UNR.CUAD.BS.103,30659161,3,3,$165.73,$497.19,$497.19,,
A10160448,71293559,Facturado,gp@vsys.com,01/09/2018,30659162,UNC.CUAD.BS.201,UNR.CUAD.BS.201,30659163,1,1,$51.30,$51.30,$51.30,,
A07181188,71293502,Facturado,gp@vsys.com,01/10/2018,33347213,UNC.CUAD.BS.101,UNR.CUAD.BS.101,33347214,22,21,$121.46,"$2,672.12","$2,550.66",,
A07181188,71293502,Facturado,gp@vsys.com,01/10/2018,33347215,UNC.CUAD.BS.103,UNR.CUAD.BS.103,33347216,3,3,$149.40,$448.20,$448.20,,
A07181188,71293502,Facturado,gp@vsys.com,01/10/2018,33347225,UNC.CUAD.BS.902,UNR.CUAD.BS.902,33347226,1,1,$647.10,$647.10,$647.10,,
A07181188,71293502,Facturado,gp@vsys.com,01/10/2018,33347227,UNC.CUAD.BS.201,UNR.CUAD.BS.201,33347228,1,1,$51.30,$51.30,$51.30,,
A10160154,71356915,Facturado,gp@vsys.com,01/12/2018,30616780,UNC.CUAD.BS.101,UNR.CUAD.BS.101,30616782,9,2,$121.13,"$1,090.17",$242.26,,
A10160154,71356915,Facturado,gp@vsys.com,01/12/2018,30616784,UNC.CUAD.BS.103,UNR.CUAD.BS.103,30616785,3,3,$165.73,$497.19,$497.19,,
A10160154,71356915,Facturado,gp@vsys.com,01/12/2018,30616786,UNC.CUAD.BS.201,UNR.CUAD.BS.201,30616787,1,1,$51.30,$51.30,$51.30,,
A10160154,71356915,Facturado,gp@vsys.com,01/12/2018,30616788,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30616789,12,5,$17.10,$205.20,$85.50,,
A10160154,71356915,Facturado,gp@vsys.com,01/12/2018,30616798,UNC.CUAD.BS.902,UNR.CUAD.BS.902,30616799,1,1,$647.10,$647.10,$647.10,,
A10160160,71293679,Facturado,gp@vsys.com,01/12/2018,30617207,UNC.CUAD.BS.101,UNR.CUAD.BS.101,30617208,29,4,$121.13,"$3,512.77",$484.52,,
A10160160,71293679,Facturado,gp@vsys.com,01/12/2018,30617209,UNC.CUAD.BS.103,UNR.CUAD.BS.103,30617210,3,3,$165.73,$497.19,$497.19,,
A10160160,71293679,Facturado,gp@vsys.com,01/12/2018,30617211,UNC.CUAD.BS.201,UNR.CUAD.BS.201,30617212,1,1,$51.30,$51.30,$51.30,,
A10160160,71293679,Facturado,gp@vsys.com,01/12/2018,30617213,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30617214,32,7,$17.10,$547.20,$119.70,,
A10160160,71293679,Facturado,gp@vsys.com,01/12/2018,30617223,UNC.CUAD.BS.902,UNR.CUAD.BS.902,30617224,1,1,$647.10,$647.10,$647.10,,
A07181120,71293745,Facturado,gp@vsys.com,01/12/2018,33333593,UNC.CUAD.BS.101,UNR.CUAD.BS.101,33333594,7,7,$121.46,$850.22,$850.22,,
A07181120,71293745,Facturado,gp@vsys.com,01/12/2018,33333595,UNC.CUAD.BS.103,UNR.CUAD.BS.103,33333596,3,3,$149.40,$448.20,$448.20,,
A07181120,71293745,Facturado,gp@vsys.com,01/12/2018,33333597,UNC.CUAD.BS.201,UNR.CUAD.BS.201,33333598,1,1,$51.30,$51.30,$51.30,,
A07181120,71293745,Facturado,gp@vsys.com,01/12/2018,33333607,UNC.CUAD.BS.902,UNR.CUAD.BS.902,33333608,1,1,$647.10,$647.10,$647.10,,
A12160372,71607325,Facturado,gp@vsys.com,01/10/2017,30860109,UNC.CUAD.BS.101,UNR.CUAD.BS.101,30860110,7,7,$121.13,$847.91,$847.91,,
A12160372,71607325,Facturado,gp@vsys.com,01/10/2017,30860105,UNC.CUAD.BS.103,UNR.CUAD.BS.103,30860106,2,2,$165.73,$331.46,$331.46,,
A12160372,71607325,Facturado,gp@vsys.com,01/10/2017,30860080,UNC.CUAD.BS.203,UNR.CUAD.BS.203,30860081,9,9,$7.20,$64.80,$64.80,,
A12160372,71607325,Facturado,gp@vsys.com,01/10/2017,30860107,UNC.CUAD.BS.201,UNR.CUAD.BS.201,30860108,9,9,$51.30,$461.70,$461.70,,
A12160372,71607325,Facturado,gp@vsys.com,01/10/2017,30860082,UNC.CUAD.BS.902,UNR.CUAD.BS.902,30860083,1,1,$647.10,$647.10,$647.10,,
A12160521,71335739,Facturado,gp@vsys.com,01/10/2017,30886386,UNC.CUAD.BS.104,UNR.CUAD.BS.104,30886387,6,5,$199.85,"$1,199.10",$999.25,,
A12160521,71335739,Facturado,gp@vsys.com,01/10/2017,30886338,UNC.CUAD.BS.102,UNR.CUAD.BS.102,30886339,15,15,$137.10,"$2,056.50","$2,056.50",,
A12160521,71335739,Facturado,gp@vsys.com,01/10/2017,30886336,UNC.CUAD.BS.201,UNR.CUAD.BS.201,30886337,1,1,$51.30,$51.30,$51.30,,
A12160521,71335739,Facturado,gp@vsys.com,01/10/2017,30886371,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30886372,21,20,$17.10,$359.10,$342.00,,
A09160219,71593991,Facturado,gp@vsys.com,01/12/2017,30568866,UNC.CUAD.BS.101,UNR.CUAD.BS.101,30568867,120,120,$121.13,"$14,535.60","$14,535.60",,
A09160219,71593991,Facturado,gp@vsys.com,01/12/2017,30568868,UNC.CUAD.BS.104,UNR.CUAD.BS.104,30568869,3,3,$199.85,$599.55,$599.55,,
A09160219,71593991,Facturado,gp@vsys.com,01/12/2017,30568870,UNC.CUAD.BS.201,UNR.CUAD.BS.201,30568871,1,1,$51.30,$51.30,$51.30,,
A09160219,71593991,Facturado,gp@vsys.com,01/12/2017,30568872,UNC.CUAD.BS.202,UNR.CUAD.BS.202,30568873,1,1,$522.00,$522.00,$522.00,,
A09160217,71593991,Facturado,gp@vsys.com,01/12/2017,30568949,UNC.CUAD.BS.205.1,UNR.CUAD.BS.205.1,30568950,3,3,$16.20,$48.60,$48.60,,
A09160217,71593991,Facturado,gp@vsys.com,01/12/2017,30568951,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30568952,123,123,$17.10,"$2,103.30","$2,103.30",,
A09160217,71593991,Facturado,gp@vsys.com,01/12/2017,30568966,UNC.CUAD.BS.902,UNR.CUAD.BS.902,30568967,1,1,$647.10,$647.10,$647.10,,
A11160644,71594189,Facturado,gp@vsys.com,01/10/2017,30745309,UNC.CUAD.BS.103,UNR.CUAD.BS.103,30745310,3,3,$165.73,$497.19,$497.19,,
A12160296,71594189,Facturado,gp@vsys.com,01/10/2017,30819324,UNC.CUAD.BS.101,UNR.CUAD.BS.101,30819325,37,37,$121.13,"$4,481.81","$4,481.81",,
A12160296,71594189,Facturado,gp@vsys.com,01/10/2017,30819326,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30819327,40,40,$17.10,$684.00,$684.00,,
A11160645,71594194,Facturado,gp@vsys.com,01/10/2017,30745311,UNC.CUAD.BS.103,UNR.CUAD.BS.103,30745312,3,3,$165.73,$497.19,$497.19,,
A12160297,71594194,Facturado,gp@vsys.com,01/10/2017,30819370,UNC.CUAD.BS.101,UNR.CUAD.BS.101,30819371,9,9,$121.13,"$1,090.17","$1,090.17",,
A12160297,71594194,Facturado,gp@vsys.com,01/10/2017,30819372,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30819373,12,12,$17.10,$205.20,$205.20,,
A04170137,71623923,Facturado,gp@vsys.com,01/12/2017,31257202,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31257203,40,40,$121.13,"$4,845.20","$4,845.20",,
A05172213,71623923,Facturado,gp@vsys.com,01/12/2017,31557575,UNC.CUAD.BS.104,UNR.CUAD.BS.104,31557576,5,5,$199.85,$999.25,$999.25,,
A04170137,71623923,Facturado,gp@vsys.com,01/12/2017,31257200,UNC.CUAD.BS.902,UNR.CUAD.BS.902,31257201,1,1,$647.10,$647.10,$647.10,,
A04170137,71623923,Facturado,gp@vsys.com,01/12/2017,31257206,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31257207,49,49,$17.10,$837.90,$837.90,,
A06171802,71639065,Facturado,gp@vsys.com,01/10/2017,31696535,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31696536,19,19,$121.13,"$2,301.47","$2,301.47",,
A06171802,71639065,Facturado,gp@vsys.com,01/10/2017,31696537,UNC.CUAD.BS.104,UNR.CUAD.BS.104,31696538,3,3,$199.85,$599.55,$599.55,,
A06171802,71639065,Facturado,gp@vsys.com,01/10/2017,31696539,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31696540,22,22,$17.10,$376.20,$376.20,,
A06171813,71628254,Facturado,gp@vsys.com,01/10/2017,31696614,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31696615,37,37,$121.13,"$4,481.81","$4,481.81",,
A06171813,71628254,Facturado,gp@vsys.com,01/10/2017,31696616,UNC.CUAD.BS.104,UNR.CUAD.BS.104,31696617,5,5,$199.85,$999.25,$999.25,,
A06171813,71628254,Facturado,gp@vsys.com,01/10/2017,31696618,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31696619,42,42,$17.10,$718.20,$718.20,,
A06171806,71639088,Facturado,gp@vsys.com,01/10/2017,31696718,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31696719,19,16,$121.13,"$2,301.47","$1,938.08",,
A06171806,71639088,Facturado,gp@vsys.com,01/10/2017,31696720,UNC.CUAD.BS.104,UNR.CUAD.BS.104,31696721,3,3,$199.85,$599.55,$599.55,,
A06171806,71639088,Facturado,gp@vsys.com,01/10/2017,31696722,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31696723,22,22,$17.10,$376.20,$376.20,,
A12173814,71593991,Facturado,gp@vsys.com,01/12/2017,32537189,UNC.CUAD.BS.103,UNR.CUAD.BS.103,32537190,2,2,$149.40,$298.80,$298.80,,
A11171180,71623923,Facturado,gp@vsys.com,01/12/2017,32383846,UNC.CUAD.BS.104,UNR.CUAD.BS.104,32383847,18,18,$199.85,"$3,597.30","$3,597.30",,
A11171180,71623923,Facturado,gp@vsys.com,01/12/2017,32383848,UNC.CUAD.BS.901,UNR.CUAD.BS.901,32383849,18,18,$17.10,$307.80,$307.80,,
A11171180,71623923,Facturado,gp@vsys.com,01/12/2017,32383858,UNC.CUAD.BS.902,UNR.CUAD.BS.902,32383859,1,1,$647.10,$647.10,$647.10,,
A02191283,71593991,Facturado,gp@vsys.com,01/12/2017,34297266,UNC.CUAD.BS.901,UNR.CUAD.BS.901,34297267,3,3,$17.10,$51.30,$51.30,,
A02191283,71593991,Facturado,gp@vsys.com,01/12/2017,34297268,UNC.CUAD.BS.101,UNR.CUAD.BS.101,34297269,3,3,$121.46,$364.38,$364.38,,
A12160160,71605983,Facturado,gp@vsys.com,01/10/2017,30761840,UNC.CUAD.BS.104,UNR.CUAD.BS.104,30761841,169,133,$199.85,"$33,774.65","$26,580.05",,
A12160160,71605983,Facturado,gp@vsys.com,01/10/2017,30761835,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30761836,171,133,$17.10,"$2,924.10","$2,274.30",,
A12160160,71605983,Facturado,gp@vsys.com,01/10/2017,30761831,UNC.CUAD.BS.201,UNR.CUAD.BS.201,30761832,2,1,$51.30,$102.60,$51.30,,
A12160160,71605983,Facturado,gp@vsys.com,01/10/2017,30761842,UNC.CUAD.BS.902,UNR.CUAD.BS.902,30761843,1,1,$647.10,$647.10,$647.10,,
A12160160,71605983,Facturado,gp@vsys.com,01/10/2017,30761840,UNC.CUAD.BS.104,UNR.CUAD.BS.104,30761841,169,28,$199.85,"$33,774.65","$5,595.80",,
A12160160,71605983,Facturado,gp@vsys.com,01/10/2017,30761835,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30761836,171,28,$17.10,"$2,924.10",$478.80,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817761,UNC.CUAD.BS.104,UNR.CUAD.BS.104,30817762,350,262,$199.85,"$69,947.50","$52,360.70",,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817767,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30817768,350,262,$17.10,"$5,985.00","$4,480.20",,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817776,UNC.CUAD.BS.902,UNR.CUAD.BS.902,30817777,1,1,$647.10,$647.10,$647.10,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817761,UNC.CUAD.BS.104,UNR.CUAD.BS.104,30817762,350,30,$199.85,"$69,947.50","$5,995.50",,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817767,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30817768,350,30,$17.10,"$5,985.00",$513.00,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817761,UNC.CUAD.BS.104,UNR.CUAD.BS.104,30817762,350,2,$199.85,"$69,947.50",$399.70,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817767,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30817768,350,2,$17.10,"$5,985.00",$34.20,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817761,UNC.CUAD.BS.104,UNR.CUAD.BS.104,30817762,350,2,$199.85,"$69,947.50",$399.70,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817767,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30817768,350,2,$17.10,"$5,985.00",$34.20,,
A05171448,71611453,Facturado,gp@vsys.com,01/10/2017,31391042,UNC.CUAD60.BS.104,UNR.CUAD.BS.104,31391043,50,10,$199.85,"$9,992.50","$1,998.50",,
A05171448,71611453,Facturado,gp@vsys.com,01/10/2017,31391048,UNC.CUAD60.BS.901,UNR.CUAD.BS.901,31391049,50,10,$17.10,$855.00,$171.00,,
A05171455,71611453,Facturado,gp@vsys.com,01/10/2017,31391483,UNC.CUAD.BS.902,UNR.CUAD.BS.902,31391484,1,1,$647.10,$647.10,$647.10,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817761,UNC.CUAD.BS.104,UNR.CUAD.BS.104,30817762,350,2,$199.85,"$69,947.50",$399.70,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817767,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30817768,350,2,$17.10,"$5,985.00",$34.20,,
A05171448,71611453,Facturado,gp@vsys.com,01/10/2017,31391042,UNC.CUAD60.BS.104,UNR.CUAD.BS.104,31391043,50,1,$199.85,"$9,992.50",$199.85,,
A05171448,71611453,Facturado,gp@vsys.com,01/10/2017,31391048,UNC.CUAD60.BS.901,UNR.CUAD.BS.901,31391049,50,1,$17.10,$855.00,$17.10,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817761,UNC.CUAD.BS.104,UNR.CUAD.BS.104,30817762,350,1,$199.85,"$69,947.50",$199.85,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817767,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30817768,350,1,$17.10,"$5,985.00",$17.10,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817761,UNC.CUAD.BS.104,UNR.CUAD.BS.104,30817762,350,2,$199.85,"$69,947.50",$399.70,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817767,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30817768,350,2,$17.10,"$5,985.00",$34.20,,
A05172283,71399372,Facturado,gp@vsys.com,01/10/2017,31569831,UNC.CUAD.BS.104,UNR.CUAD.BS.104,31569832,200,157,$199.85,"$39,970.00","$31,376.45",,
A05172283,71399372,Facturado,gp@vsys.com,01/10/2017,31569837,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31569838,200,157,$17.10,"$3,420.00","$2,684.70",,
A05172283,71399372,Facturado,gp@vsys.com,01/10/2017,31569850,UNC.CUAD.BS.902,UNR.CUAD.BS.902,31569851,1,1,$647.10,$647.10,$647.10,,
A06170424,70136001,Facturado,gp@vsys.com,01/10/2017,31605565,UNC.CUAD.BS.104,UNR.CUAD.BS.104,31605566,100,45,$199.85,"$19,985.00","$8,993.25",,
A06170424,70136001,Facturado,gp@vsys.com,01/10/2017,31605571,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31605572,100,45,$17.10,"$1,710.00",$769.50,,
A06170424,70136001,Facturado,gp@vsys.com,01/10/2017,31605581,UNC.CUAD.BS.902,UNR.CUAD.BS.902,31605582,1,1,$647.10,$647.10,$647.10,,
A06170424,70136001,Facturado,gp@vsys.com,01/10/2017,31605565,UNC.CUAD.BS.104,UNR.CUAD.BS.104,31605566,100,45,$199.85,"$19,985.00","$8,993.25",,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817761,UNC.CUAD.BS.104,UNR.CUAD.BS.104,30817762,350,5,$199.85,"$69,947.50",$999.25,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817767,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30817768,350,5,$17.10,"$5,985.00",$85.50,,
A06170424,70136001,Facturado,gp@vsys.com,01/10/2017,31605565,UNC.CUAD.BS.104,UNR.CUAD.BS.104,31605566,100,3,$199.85,"$19,985.00",$599.55,,
A06170424,70136001,Facturado,gp@vsys.com,01/10/2017,31605571,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31605572,100,3,$17.10,"$1,710.00",$51.30,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817761,UNC.CUAD.BS.104,UNR.CUAD.BS.104,30817762,350,3,$199.85,"$69,947.50",$599.55,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817767,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30817768,350,3,$17.10,"$5,985.00",$51.30,,
A05171448,71611453,Facturado,gp@vsys.com,01/10/2017,31391042,UNC.CUAD60.BS.104,UNR.CUAD60.BS.104,31391043,50,13,$223.45,"$11,172.50","$2,904.85",,
A05171448,71611453,Facturado,gp@vsys.com,01/10/2017,31391048,UNC.CUAD60.BS.901,UNR.CUAD60.BS.901,31391049,50,13,$12.00,$600.00,$156.00,,
A06170424,70136001,Facturado,gp@vsys.com,01/10/2017,31605565,UNC.CUAD.BS.104,UNR.CUAD.BS.104,31605566,100,1,$199.85,"$19,985.00",$199.85,,
A06170424,70136001,Facturado,gp@vsys.com,01/10/2017,31605571,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31605572,100,1,$17.10,"$1,710.00",$17.10,,
A06170424,70136001,Facturado,gp@vsys.com,01/10/2017,31605565,UNC.CUAD.BS.104,UNR.CUAD.BS.104,31605566,100,1,$199.85,"$19,985.00",$199.85,,
A06170424,70136001,Facturado,gp@vsys.com,01/10/2017,31605571,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31605572,100,1,$17.10,"$1,710.00",$17.10,,
A05171448,71611453,Facturado,gp@vsys.com,01/10/2017,31391042,UNC.CUAD60.BS.104,UNR.CUAD60.BS.104,31391043,50,1,$223.45,"$11,172.50",$223.45,,
A05171448,71611453,Facturado,gp@vsys.com,01/10/2017,31391048,UNC.CUAD60.BS.901,UNR.CUAD60.BS.901,31391049,50,1,$12.00,$600.00,$12.00,,
A06170424,70136001,Facturado,gp@vsys.com,01/10/2017,31605565,UNC.CUAD.BS.104,UNR.CUAD.BS.104 ,31605566,100,1,$199.85,"$19,985.00",$199.85,,
A06170424,70136001,Facturado,gp@vsys.com,01/10/2017,31605571,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31605572,100,1,$17.10,"$1,710.00",$17.10,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817761,UNC.CUAD.BS.104,UNR.CUAD.BS.104 ,30817762,350,1,$199.85,"$69,947.50",$199.85,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817767,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30817768,350,1,$17.10,"$5,985.00",$17.10,,
A06170424,70136001,Facturado,gp@vsys.com,01/10/2017,31605565,UNC.CUAD.BS.104,UNR.CUAD.BS.104 ,31605566,100,1,$199.85,"$19,985.00",$199.85,,
A06170424,70136001,Facturado,gp@vsys.com,01/10/2017,31605571,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31605572,100,1,$17.10,"$1,710.00",$17.10,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817761,UNC.CUAD.BS.104,UNR.CUAD.BS.104 ,30817762,350,2,$199.85,"$69,947.50",$399.70,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817767,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30817768,350,2,$17.10,"$5,985.00",$34.20,,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817761,UNC.CUAD.BS.104,UNR.CUAD.BS.104,30817762,350,12,$199.85,"$69,947.50","$2,398.20",,
A12160270,71601573,Facturado,gp@vsys.com,01/10/2017,30817767,UNC.CUAD.BS.901,UNR.CUAD.BS.901,30817768,350,12,$17.10,"$5,985.00",$205.20,,
