folio,clientName,siteNumber,phase,user,startDate,partId,sku,unrId,unr,qty,fac_qty,unitaryPrice,Adjusted income (TOTAL),rent,,period
A10181013,"CIBANCO, S.A INSTITUCION DE BANCA
MULTIPLE MARIANO ESCOBEDO 595",71655501,Facturado,gp@vsys.com,2/13/2019,33623788,UNC.CUAD.904.1.1,33623880,UNR.CUAD.904.1.1,15,12,125.85,1887.75,1510.2,,
A10181013,"CIBANCO, S.A INSTITUCION DE BANCA
MULTIPLE MARIANO ESCOBEDO 595",71655501,Facturado,gp@vsys.com,2/13/2019,33623930,UNC.CUAD.911.1,33623931,UNR.CUAD.911.1,15,12,24.61,369.15,295.32,,
A10181013,"CIBANCO, S.A INSTITUCION DE BANCA
MULTIPLE MARIANO ESCOBEDO 595",71655501,Facturado,gp@vsys.com,2/13/2019,33623881,UNC.CUAD.906.1.1,33623929,UNR.CUAD.906.1.1,15,12,18.5,277.5,222,,
A09181058,"CIBANCO, S.A INSTITUCION DE BANCA
MULTIPLE MARIANO ESCOBEDO 595",71655501,Facturado,gp@vsys.com,10/31/2018,33570711,UNC.CUAD.904.1.1,33570773,UNR.CUAD.904.1.1,10,1,125.85,1258.5,125.85,,
A10181013,"CIBANCO, S.A INSTITUCION DE BANCA
MULTIPLE MARIANO ESCOBEDO 595",71655501,Facturado,gp@vsys.com,2/13/2019,33623788,UNC.CUAD.904.1.1,33623880,UNR.CUAD.904.1.1,15,1,125.85,1887.75,125.85,,
A09181058,"CIBANCO, S.A INSTITUCION DE BANCA
MULTIPLE MARIANO ESCOBEDO 595",71655501,Facturado,gp@vsys.com,10/31/2018,33570821,UNC.CUAD.911.1,33570822,UNR.CUAD.911.1,10,1,24.61,246.1,24.61,,
A10181013,"CIBANCO, S.A INSTITUCION DE BANCA
MULTIPLE MARIANO ESCOBEDO 595",71655501,Facturado,gp@vsys.com,2/13/2019,33623930,UNC.CUAD.911.1,33623931,UNR.CUAD.911.1,15,1,24.61,369.15,24.61,,
A10190631,"CIBANCO, S.A INSTITUCION DE BANCA
MULTIPLE CENTRO COMERCIAL PLAZA MAYALAND",71417873,Facturado,gp@vsys.com,10/11/2019,36414849,UNC.CUAD.V9.3.4,36415296,UNR.CUAD.V9.3.4,12,12,115.08,1380.96,1380.96,,
A10190631,"CIBANCO, S.A INSTITUCION DE BANCA
MULTIPLE CENTRO COMERCIAL PLAZA MAYALAND",71417873,Facturado,gp@vsys.com,10/11/2019,36415297,UNC.CUAD.911.1,36415298,UNR.CUAD.911.1,12,12,24.61,295.32,295.32,,
A04140147,"CIBANCO, S.A SUC ANDES",71433687,Facturado,gp@vsys.com,03/07/2016,26568370,UNC.CUAD.904.1,26568381,UNR.CUAD.904.1,250,1,162.8,40700,162.8,,
A04140147,"CIBANCO, S.A SUC ANDES",71433687,Facturado,gp@vsys.com,03/07/2016,26568390,UNC.CUAD.911.1,26568391,UNR.CUAD.911.1,250,1,12,3000,12,,
A03150127,COMITE OLIMPICO MEXICANO MIGUEL HIDALGO,71445230,Facturado,gp@vsys.com,7/23/2015,27976757,UNC.CUAD.903.1,27977458,UNR.CUAD.903.1,231,181,162.8,37606.8,29466.8,,
A03150127,"COMITE OLIMPICO MEXICANO, A.C. COMITE OLIMPICO MEXICANO MIGUEL HIDALGO",71445230,Facturado,gp@vsys.com,7/23/2015,27976757,UNC.CUAD.903.1,27977458,UNR.CUAD.903.1,231,1,162.8,162.8,162.8,,
A03150127,"COMITE OLIMPICO MEXICANO, A.C. COMITE OLIMPICO MEXICANO MIGUEL HIDALGO",71445230,Facturado,gp@vsys.com,7/23/2015,27976757,UNC.CUAD.903.1,27977458,UNR.CUAD.903.1,231,1,162.8,162.8,162.8,,
A03150127,"COMITE OLIMPICO MEXICANO, A.C. COMITE OLIMPICO MEXICANO MIGUEL HIDALGO",71445230,Facturado,gp@vsys.com,7/23/2015,27976757,UNC.CUAD.903.1,27977458,UNR.CUAD.903.1,231,1,162.8,162.8,162.8,,
A03150127,"COMITE OLIMPICO MEXICANO, A.C. COMITE OLIMPICO MEXICANO MIGUEL HIDALGO",71445230,Facturado,gp@vsys.com,7/23/2015,27976757,UNC.CUAD.903.1,27977458,UNR.CUAD.903.1,231,1,162.8,162.8,162.8,,
A03150127,"COMITE OLIMPICO MEXICANO, A.C. COMITE OLIMPICO MEXICANO MIGUEL HIDALGO",71445230,Facturado,gp@vsys.com,7/23/2015,27976757,UNC.CUAD.903.1,27977458,UNR.CUAD.903.1,231,1,162.8,37606.8,162.8,,
A03150127,"COMITE OLIMPICO MEXICANO, A.C. COMITE OLIMPICO MEXICANO MIGUEL HIDALGO",71445230,Facturado,gp@vsys.com,7/23/2015,27976757,UNC.CUAD.903.1,27977458,UNR.CUAD.903.1,231,2,162.8,37606.8,325.6,,
A03150154,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,CORPORATIVO PLAZA CARSO",71365284,Facturado,gp@vsys.com,5/15/2015,27988623,UNC.CUAD.903.1,27988688,UNR.CUAD.903.1,19,19,162.8,3093.2,3093.2,,
A03150154,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,CORPORATIVO PLAZA CARSO",71365284,Facturado,gp@vsys.com,5/15/2015,27988689,UNC.CUAD.911.1,27988690,UNR.CUAD.911.1,19,19,12,228,228,,
A03150035,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,CORPORATIVO PLAZA CARSO",71365284,Facturado,gp@vsys.com,5/15/2015,27948101,UNC.CUAD.903.1,27948112,UNR.CUAD.903.1,1,1,162.8,162.8,162.8,,
A03150035,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,CORPORATIVO PLAZA CARSO",71365284,Facturado,gp@vsys.com,5/15/2015,27948122,UNC.CUAD.911.1,27948123,UNR.CUAD.911.1,1,1,12,12,12,,
A06150198,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,6/23/2015,28223495,UNC.CUAD.903.1,28223533,UNR.CUAD.903.1,10,10,162.8,1628,1628,,
A06150198,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,6/23/2015,28223561,UNC.CUAD.911.1,28223562,UNR.CUAD.911.1,10,10,12,120,120,,
A07150280,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA NUEVO LEON",71456962,Facturado,gp@vsys.com,08/01/2015,28192054,UNC.CUAD.903.1,28192092,UNR.CUAD.903.1,10,10,162.8,1628,1628,,
A07150280,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA NUEVO LEON",71456962,Facturado,gp@vsys.com,08/01/2015,28192093,UNC.CUAD.904.1,28192109,UNR.CUAD.904.1,2,2,162.8,325.6,325.6,,
A07150280,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA NUEVO LEON",71456962,Facturado,gp@vsys.com,08/01/2015,28192141,UNC.CUAD.911.1,28192142,UNR.CUAD.911.1,12,10,12,144,120,,
A07150283,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA JALISCO",71456965,Facturado,gp@vsys.com,08/03/2015,28192405,UNC.CUAD.903.1,28192443,UNR.CUAD.903.1,10,10,162.8,1628,1628,,
A07150283,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA JALISCO",71456965,Facturado,gp@vsys.com,08/03/2015,28192444,UNC.CUAD.904.1,28192460,UNR.CUAD.904.1,2,2,162.8,325.6,325.6,,
A07150283,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA JALISCO",71456965,Facturado,gp@vsys.com,08/03/2015,28192492,UNC.CUAD.911.1,28192493,UNR.CUAD.911.1,12,10,12,144,120,,
A07150279,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA CHIHUAHUA",71456961,Facturado,gp@vsys.com,08/07/2015,28191937,UNC.CUAD.904.1,28191953,UNR.CUAD.904.1,2,2,162.8,325.6,325.6,,
A07150279,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA CHIHUAHUA",71456961,Facturado,gp@vsys.com,08/07/2015,28191985,UNC.CUAD.911.1,28191986,UNR.CUAD.911.1,12,10,12,144,120,,
A07150279,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA CHIHUAHUA",71456961,Facturado,gp@vsys.com,08/07/2015,28192015,UNC.CUAD.903.1,28192053,UNR.CUAD.903.1,10,10,162.8,1628,1628,,
A07150285,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA HERMOSILLO,71458043,Facturado,gp@vsys.com,10/16/2015,28192611,UNC.CUAD.917.1,28192612,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A07150285,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA HERMOSILLO,71458043,Facturado,gp@vsys.com,10/16/2015,28192609,UNC.CUAD.911.1,28192610,UNR.CUAD.911.1,12,12,12,144,144,,
A07150285,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA HERMOSILLO,71458043,Facturado,gp@vsys.com,10/16/2015,28192578,UNC.CUAD.906.1,28192608,UNR.CUAD.906.1,12,1,18.5,222,18.5,,
A07150285,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA HERMOSILLO,71458043,Facturado,gp@vsys.com,10/16/2015,28192561,UNC.CUAD.904.1,28192577,UNR.CUAD.904.1,2,2,162.8,325.6,325.6,,
A07150285,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA HERMOSILLO,71458043,Facturado,gp@vsys.com,10/16/2015,28192522,UNC.CUAD.903.1,28192560,UNR.CUAD.903.1,10,10,162.8,1628,1628,,
A07150282,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA YUCATAN,71456964,Facturado,gp@vsys.com,10/09/2015,28192377,UNC.CUAD.917.1,28192378,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A07150282,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA YUCATAN,71456964,Facturado,gp@vsys.com,10/09/2015,28192375,UNC.CUAD.911.1,28192376,UNR.CUAD.911.1,12,12,12,144,144,,
A07150282,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA YUCATAN,71456964,Facturado,gp@vsys.com,10/09/2015,28192344,UNC.CUAD.906.1,28192374,UNR.CUAD.906.1,12,12,18.5,222,222,,
A07150282,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA YUCATAN,71456964,Facturado,gp@vsys.com,10/09/2015,28192327,UNC.CUAD.904.1,28192343,UNR.CUAD.904.1,2,2,162.8,325.6,325.6,,
A07150282,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA YUCATAN,71456964,Facturado,gp@vsys.com,10/09/2015,28192288,UNC.CUAD.903.1,28192326,UNR.CUAD.903.1,10,10,162.8,1628,1628,,
A07150281,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA QUERETARO,71456963,Facturado,gp@vsys.com,10/16/2015,28192260,UNC.CUAD.917.1,28192261,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A07150281,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA QUERETARO,71456963,Facturado,gp@vsys.com,10/16/2015,28192258,UNC.CUAD.911.1,28192259,UNR.CUAD.911.1,12,12,12,144,144,,
A07150281,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA QUERETARO,71456963,Facturado,gp@vsys.com,10/16/2015,28192227,UNC.CUAD.906.1,28192257,UNR.CUAD.906.1,12,12,18.5,222,222,,
A07150281,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA QUERETARO,71456963,Facturado,gp@vsys.com,10/16/2015,28192210,UNC.CUAD.904.1,28192226,UNR.CUAD.904.1,2,2,162.8,325.6,325.6,,
A07150281,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA QUERETARO,71456963,Facturado,gp@vsys.com,10/16/2015,28192171,UNC.CUAD.903.1,28192209,UNR.CUAD.903.1,10,10,162.8,1628,1628,,
A10150030,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA PUEBLA,71462803,Facturado,gp@vsys.com,11/06/2015,28788012,UNC.CUAD.903.1,28788050,UNR.CUAD.903.1,10,10,162.8,1628,1628,,
A10150030,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA PUEBLA,71462803,Facturado,gp@vsys.com,11/06/2015,28788051,UNC.CUAD.904.1,28788067,UNR.CUAD.904.1,2,2,162.8,325.6,325.6,,
A10150030,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA PUEBLA,71462803,Facturado,gp@vsys.com,11/06/2015,28788068,UNC.CUAD.906.1,28788098,UNR.CUAD.906.1,12,12,18.5,222,222,,
A10150030,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA PUEBLA,71462803,Facturado,gp@vsys.com,11/06/2015,28788099,UNC.CUAD.911.1,28788100,UNR.CUAD.911.1,12,12,12,144,144,,
A10150030,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA PUEBLA,71462803,Facturado,gp@vsys.com,11/06/2015,28788101,UNC.CUAD.917.1,28788102,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A10150030,ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES DEMONSA PUEBLA,71462803,Facturado,gp@vsys.com,11/06/2015,28788129,UNC.CUAD.920.1,N/A,N/A,1,1,60000,60000,0,,
A11150142,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,11/21/2015,29131640,UNC.CUAD.904.1,29131640,UNR.CUAD.904.1,18,18,162.8,2930.4,2930.4,,
A11150142,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,11/21/2015,29131723,UNC.CUAD.911.1,29131723,UNR.CUAD.911.1,18,18,12,216,216,,
A10150411,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,11/26/2015,28660831,UNC.CUAD.903.1,28660831,UNR.CUAD.903.1,3,3,162.8,488.4,488.4,,
A10150411,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,11/26/2015,28661015,UNC.CUAD.911.1,28661015,UNR.CUAD.911.1,3,3,12,36,36,,
A12150374,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,01/07/2016,29343466,UNC.CUAD.903.1,29343498,UNR.CUAD.903.1,8,5,162.8,1302.4,814,,
A12150374,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,01/07/2016,29343570,UNC.CUAD.911.1,29343571,UNR.CUAD.911.1,10,5,12,120,60,,
A07150286,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA TIJUANA",71458046,Facturado,gp@vsys.com,12/24/2016,28192639,UNC.CUAD.903.1,28192677,UNR.CUAD.903.1,10,10,162.8,1628,1628,,
A07150286,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA TIJUANA",71458046,Facturado,gp@vsys.com,12/24/2016,28192678,UNC.CUAD.904.1,28192694,UNR.CUAD.904.1,2,2,162.8,325.6,325.6,,
A07150286,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA TIJUANA",71458046,Facturado,gp@vsys.com,12/24/2016,28192728,UNC.CUAD.917.1,28192729,UNR.CUAD.917.1,1,1,430.5,430.5,430.5,,
A07150286,"ADMINISTRADORA DE PERSONAL DE CENTROS COMERCIALES, S.A. DE C.V.,DEMONSA TIJUANA",71458046,Facturado,gp@vsys.com,12/24/2016,28192726,UNC.CUAD.911.1,28192727,UNR.CUAD.911.1,12,12,12,144,144,,
A12150374,"DEMONSA, S.A. DE C.V. DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,01/07/2016,29343466,UNC.CUAD.903.1,29343498,UNR.CUAD.903.1,8,3,162.8,1302.4,488.4,,
A04160087,"DEMONSA, S.A. DE C.V. DEMONSA PUEBLA",71462803,Facturado,gp@vsys.com,3/29/2016,29987849,UNC.CUAD.904.1,29987862,UNR.CUAD.904.1,1,1,162.8,162.8,162.8,,
A11150142,"DEMONSA, S.A. DE C.V. DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,03/01/2017,29131560,UNC.CUAD.904.1,29131640,UNR.CUAD.904.1,18,1,162.8,2930.4,162.8,,
A11150142,"DEMONSA, S.A. DE C.V. DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,03/01/2017,29131722,UNC.CUAD.911.1,29131723,UNR.CUAD.911.1,43,1,12,516,12,,
A11150142,"DEMONSA, S.A. DE C.V. DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,17/10/2017 ,29131641,UNC.CUAD.906.1,29131721,UNR.CUAD.906.1,37,2,12,444,24,,
A11150142,"DEMONSA, S.A. DE C.V. DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,03/01/2017,29131560,UNC.CUAD.904.1,29131640,UNR.CUAD.904.1,18,1,162.8,2930.4,162.8,,
A11150142,"DEMONSA, S.A. DE C.V. DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,17/10/2017 ,29131476,UNC.CUAD.903.1,29131559,UNR.CUAD.903.1,25,1,162.8,4070,162.8,,
A11150142,"DEMONSA, S.A. DE C.V. DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,03/01/2017,29131722,UNC.CUAD.911.1,29131723,UNR.CUAD.911.1,43,2,12,516,24,,
A11150142,"DEMONSA, S.A. DE C.V. DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,17/10/2017 ,29131641,UNC.CUAD.906.1,29131721,UNR.CUAD.906.1,37,2,18.5,684.5,37,,
A12150374,"DEMONSA, S.A. DE C.V. DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,01/07/2016,29343466,UNC.CUAD.903.1,29343498,UNR.CUAD.903.1,8,1,162.8,1302.4,162.8,,
A12150374,"DEMONSA, S.A. DE C.V. DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,01/07/2016,29343570,UNC.CUAD.911.1,29343571,UNR.CUAD.911.1,10,1,12,432,12,,
A12150374,"DEMONSA, S.A. DE C.V. DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,01/07/2016,29343466,UNC.CUAD.903.1,29343498,UNR.CUAD.903.1,8,1,162.8,1302.4,162.8,,
A12150374,"DEMONSA, S.A. DE C.V. DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,01/07/2016,29343570,UNC.CUAD.911.1,29343571,UNR.CUAD.911.1,10,1,12,432,12,,
A04160005,"DEMONSA, S.A. DE C.V. DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,8/23/2019,30013914,UNC.CUAD.904.1,30013951,UNR.CUAD.904.1,5,5,162.8,814,814,,
A04160005,"DEMONSA, S.A. DE C.V. DEMONSA CENTRAL",71450612,Facturado,gp@vsys.com,8/23/2019,30013971,UNC.CUAD.911.1,30013972,UNR.CUAD.911.1,5,5,12,60,60,,
A02140308,"FIANZAS DORAMA, S. A. DORAMA NUEVO CORPORATIVO",71347049,Facturado,gp@vsys.com,8/29/2014,26405622,UNC.CUAD.920.1,N/A,N/A,1,1,60000,60000,0,,
A12140120,"FIANZAS DORAMA, S. A. FIANZAS DORAMA BOCA DEL RIO",71429245,Facturado,gp@vsys.com,12/04/2014,27641673,UNC.CUAD.911.1.1,N/A,N/A,3,3,0,0,0,,
A12140103,"FIANZAS DORAMA, S. A. FIANZAS DORAMA MONTERREY",71340621,Facturado,gp@vsys.com,12/04/2014,27641656,UNC.CUAD.911.1.1,N/A,N/A,8,8,0,0,0,,
A12140102,"FIANZAS DORAMA, S. A. FIANZAS DORAMA QUERETARO",71279444,Facturado,gp@vsys.com,12/04/2014,27641655,UNC.CUAD.911.1.1,N/A,N/A,4,4,0,0,0,,
A12140101,"FIANZAS DORAMA, S. A. FIANZAS DORAMA TAMPICO",70143334,Facturado,gp@vsys.com,12/04/2014,27641654,UNC.CUAD.911.1.1,N/A,N/A,2,2,0,0,0,,
A12140104,"FIANZAS DORAMA, S. A. FIANZAS DORAMA PUEBLA",71344374,Facturado,gp@vsys.com,12/04/2014,27641657,UNC.CUAD.911.1.1,N/A,N/A,4,4,0,0,0,,
A12140100,"FIANZAS DORAMA, S. A. FIANZAS DORAMA SAN LUIS POTOSI",70141628,Facturado,gp@vsys.com,12/04/2014,27641653,UNC.CUAD.911.1.1,N/A,N/A,3,3,0,0,0,,
A12140105,"FIANZAS DORAMA, S. A. FIANZAS DORAMA CULIACAN",71344375,Facturado,gp@vsys.com,12/04/2014,27641658,UNC.CUAD.911.1.1,N/A,N/A,3,3,0,0,0,,
A12140106,"FIANZAS DORAMA, S. A. FIANZAS DORAMA CD DEL CARMEN",71344377,Facturado,gp@vsys.com,12/04/2014,27641659,UNC.CUAD.911.1.1,N/A,N/A,3,3,0,0,0,,
A12140107,"FIANZAS DORAMA, S. A. FIANZAS DORAMA MERIDA",71344378,Facturado,gp@vsys.com,12/04/2014,27641660,UNC.CUAD.911.1.1,N/A,N/A,5,5,0,0,0,,
A12140108,"FIANZAS DORAMA, S. A. FIANZAS DORAMA TOLUCA",71344763,Facturado,gp@vsys.com,12/04/2014,27641661,UNC.CUAD.911.1.1,N/A,N/A,3,3,0,0,0,,
A12140109,"FIANZAS DORAMA, S. A. FIANZAS DORAMA CUERNAVACA",71344764,Facturado,gp@vsys.com,12/04/2014,27641662,UNC.CUAD.911.1.1,N/A,N/A,2,2,0,0,0,,
A12140110,"FIANZAS DORAMA, S. A. DORAMA NUEVO CORPORATIVO",71347049,Facturado,gp@vsys.com,12/04/2014,27641663,UNC.CUAD.911.1.1,N/A,N/A,72,72,0,0,0,,
A12140111,"FIANZAS DORAMA, S. A. IN PLANT JASSO",71352715,Facturado,gp@vsys.com,12/04/2014,27641664,UNC.CUAD.911.1.1,N/A,N/A,1,1,0,0,0,,
A12140112,"FIANZAS DORAMA, S. A. IN PLANT MARSH",71352717,Facturado,gp@vsys.com,12/04/2014,27641665,UNC.CUAD.911.1.1,N/A,N/A,1,1,0,0,0,,
A12140113,"FIANZAS DORAMA, S. A. IN PLANT AON RISK",71352718,Facturado,gp@vsys.com,12/04/2014,27641666,UNC.CUAD.911.1.1,N/A,N/A,1,1,0,0,0,,
A12140114,"FIANZAS DORAMA, S. A. FIANZAS DORAMA PLAZA IMAGEN",71358249,Facturado,gp@vsys.com,12/04/2014,27641667,UNC.CUAD.911.1.1,N/A,N/A,5,5,0,0,0,,
A12140115,"FIANZAS DORAMA, S. A. FIANZAS DORAMA LEIBNITZ",71366886,Facturado,gp@vsys.com,12/04/2014,27641668,UNC.CUAD.911.1.1,N/A,N/A,9,9,0,0,0,,
A12140116,"FIANZAS DORAMA, S. A. FIANZAS DORAMA LEON",71406270,Facturado,gp@vsys.com,12/04/2014,27641669,UNC.CUAD.911.1.1,N/A,N/A,4,4,0,0,0,,
A12140117,"FIANZAS DORAMA, S. A. FIANZAS DORAMA GUADALAJARA",71414304,Facturado,gp@vsys.com,12/04/2014,27641670,UNC.CUAD.911.1.1,N/A,N/A,6,6,0,0,0,,
A12140118,"FIANZAS DORAMA, S. A. FIANZAS DORAMA VILLAHERMOSA",71429241,Facturado,gp@vsys.com,12/04/2014,27641671,UNC.CUAD.911.1.1,N/A,N/A,3,3,0,0,0,,
A12140119,"FIANZAS DORAMA, S. A. FIANZAS DORAMA HERMOSILLO",71429243,Facturado,gp@vsys.com,12/04/2014,27641672,UNC.CUAD.911.1.1,N/A,N/A,3,3,0,0,0,,
A12140121,"FIANZAS DORAMA, S. A. FIANZAS DORAMA TIJUANA",71429246,Facturado,gp@vsys.com,12/04/2014,27641674,UNC.CUAD.911.1.1,N/A,N/A,3,3,0,0,0,,
A01150618 ,"FIANZAS DORAMA, S. A. LAS AGUILAS",71451044,Facturado,gp@vsys.com,1/29/2015,27806788,UNC.CUAD.912.1,27807013,UNR.CUAD.912.1,20,4,162.8,3256,651.2,,
A01150618 ,"FIANZAS DORAMA, S. A. LAS AGUILAS",71451044,Facturado,gp@vsys.com,1/29/2015,27807014,UNC.CUAD.906.1,27807060,UNR.CUAD.906.1,20,4,18.5,370,74,,
A01150618 ,"FIANZAS DORAMA, S. A. LAS AGUILAS",71451044,Facturado,gp@vsys.com,1/29/2015,27807065,UNC.CUAD.911.1,27807066,UNR.CUAD.911.1,20,4,12,240,48,,
A01150618,"FIANZAS DORAMA, S. A. LAS AGUILAS",71451044,Facturado,gp@vsys.com,1/29/2015,27806788,UNC.CUAD.912.1,27807013,UNR.CUAD.912.1,20,1,162.8,3256,162.8,,
A01150618,"FIANZAS DORAMA, S. A. LAS AGUILAS",71451044,Facturado,gp@vsys.com,1/29/2015,27807065,UNC.CUAD.911.1,27807066,UNR.CUAD.911.1,20,1,12,240,12,,
A08160345,SERVICIOS PARA TI S.A. DE C.V. DORAMA HERMOSILLO,71547256,Facturado,gp@vsys.com,10/28/2016,30490025,UNC.CUAD.V9.4,30490114,UNR.CUAD.V9.4,1,1,162.8,162.8,162.8,,
A10160036,SERVICIOS PARA TI S.A. DE C.V. DORAMA CUERNAVACA,71547310,Facturado,gp@vsys.com,10/28/2016,30490119,UNC.CUAD.V9.4,30490211,UNR.CUAD.V9.4,1,1,162.8,162.8,162.8,,
A08160304,SERVICIOS PARA TI S.A. DE C.V. DORAMA TAMPICO,71547275,Facturado,gp@vsys.com,11/30/2016,30486393,UNC.CUAD.912.1,30486394,UNR.CUAD.912.1,1,1,162.8,162.8,162.8,,
A12171940,SERVICIOS PARA TI S.A. DE C.V. FIANZAS DORAMA MONTERREY,71436199,Facturado,gp@vsys.com,05/07/2018,32474510,UNC.CUAD.912.1,32474601,UNR.CUAD.912.1,1,1,162.8,162.8,162.8,,
A01190987,SERVICIOS PARA TI S.A. DE C.V. CORPORATIVO DORAMA PATRIOTISMO,71655987,Facturado,gp@vsys.com,1/18/2019,33557646,UNC.CUAD.912.1,33557913,UNR.CUAD.912.1,3,3,162.8,488.4,488.4,,
A02190492,SERVICIOS PARA TI S.A. DE C.V. CORPORATIVO DORAMA PATRIOTISMO,70221746,Facturado,gp@vsys.com,02/12/2019,34265236,UNC.CUAD.912.1,34265336,UNR.CUAD.912.1,1,3,162.8,162.8,488.4,,
A02190491,SERVICIOS PARA TI S.A. DE C.V. CORPORATIVO DORAMA PATRIOTISMO,71655987,Facturado,gp@vsys.com,2/13/2019,34264267,UNC.CUAD.912.1,34265083,UNR.CUAD.912.1,8,3,115.08,920.64,345.24,,
