folio,siteNumber,phase,clientName,user,startDate,partId,sku,unr,unrId,qty,fac_qty,unitaryPrice,Adjusted income (TOTAL),rent,,period
A07130231,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,1/13/2014,25663442,UNC.CUAD.903.1,UNR.CUAD.903.1,25663443,223,12,162.8,36304.4,1953.6,,
A04140247,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,1/13/2014,25760841,UNC.CUAD.917.1,UNR.CUAD.917.1,25760842,20,2,430.5,8610,861,,
A07130231,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,1/13/2014,25663442,UNC.CUAD.903.1,UNR.CUAD.903.1,25663443,223,1,162.8,36304.4,162.8,,
A08140013,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,8/18/2014,27008771,UNC.CUAD.911.1.1,N/A,N/A,20,3,0,0,0,,
A06140045,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,9/12/2014,26813541,UNC.CUAD.903.1,UNR.CUAD.903.1,26813559,5,2,162.8,814,325.6,,
A04140247,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,1/13/2014,25760841,UNC.CUAD.917.1,UNR.CUAD.917.1,25760842,20,1,430.5,8610,430.5,,
A06140045,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,9/12/2014,26813541,UNC.CUAD.903.1,UNR.CUAD.903.1,26813559,5,3,162.8,814,488.4,,
A08140013,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,8/18/2014,27008771,UNC.CUAD.911.1.1,N/A,N/A,20,3,0,0,0,,
A07140180 ,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,11/7/2014,26937626,UNC.CUAD.903.1,UNR.CUAD.903.1,26937644,5,3,162.8,814,488.4,,
A08140013,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,8/18/2014,27008771,UNC.CUAD.911.1.1,N/A,N/A,20,3,0,0,0,,
A07140180,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,11/7/2014,26937626,UNC.CUAD.903.1,UNR.CUAD.903.1,26937644,5,1,162.8,814,162.8,,
A08140134,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,8/18/2014,27008771,UNC.CUAD.911.1.1,N/A,N/A,20,1,0,0,0,,
A08140013,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,8/18/2014,27008771,UNC.CUAD.911.1.1,N/A,N/A,20,11,0,0,0,,
A08140134,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,4/18/2015,27088607,UNC.CUAD.911.1.1,N/A,N/A,20,1,0,0,0,,
A07140180,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,11/7/2014,26937626,UNC.CUAD.903.1,UNR.CUAD.903.1,26937644,5,1,162.8,814,162.8,,
A02140005,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,1/14/2014,26327469,UNC.CUAD.904.1,UNR.CUAD.904.1,26327470,13,2,162.8,2116.4,325.6,,
A08130058,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,3/15/2016,25724469,UNC.CUAD.903.1,UNR.CUAD.903.1,25724470,7,2,162.8,1139.6,325.6,,
A08130058,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,3/15/2016,25724469,UNC.CUAD.903.1,UNR.CUAD.903.1,25724470,7,4,162.8,1139.6,651.2,,
A10140148,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,9/12/2014,26813541,UNC.CUAD.903.1,UNR.CUAD.903.1,26813559,5,4,162.8,2116.4,651.2,,
A10140148,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,9/12/2014,26813541,UNC.CUAD.903.1,UNR.CUAD.903.1,26813559,5,4,162.8,2116.4,651.2,,
A08130058,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,3/15/2016,25724469,UNC.CUAD.903.1,UNR.CUAD.903.1,25724470,7,1,162.8,1139.6,162.8,,
A02140005,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,1/14/2014,26327469,UNC.CUAD.904.1,UNR.CUAD.904.1,26327470,13,1,162.8,814,162.8,,
A02140005,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,1/14/2014,26327469,UNC.CUAD.904.1,UNR.CUAD.904.1,26327470,13,1,162.8,814,162.8,,
A10140148,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,1/9/2017,27360072,UNC.CUAD.903.1,UNR.CUAD.903.1,27360106,13,0,162.8,2116.4,0,,
A10140148,71269942,Facturado,"BANCO AUTOFIN MEXICO, S.A. BAM CORPORATIVO",gp@vsys.com,1/9/2017,27360107,UNC.CUAD.911.1.1,N/A,N/A,13,1,0,0,0,,
A01180347,71269942,Facturado,"BANCO AUTOFIN MÉXICO, S.A., INSTITUCIÓN DE
BANCA MÚLTIPLE BAM CORPORATIVO",gp@vsys.com,4/7/2018,32566036,UNC.CUAD.912.1,UNR.CUAD.912.1,32566127,1,1,162.8,162.8,162.8,,
A10181492,71269942,Facturado,"BANCO AUTOFIN MÉXICO, S.A., INSTITUCIÓN DE
BANCA MÚLTIPLE BAM CORPORATIVO",gp@vsys.com,11/28/2018,33644576,UNC.CUAD.V9.2,UNR.CUAD.V9.2,33644825,20,7,125.85,2517,880.95,,
A10181492,71269942,Facturado,"BANCO AUTOFIN MÉXICO, S.A., INSTITUCIÓN DE
BANCA MÚLTIPLE BAM CORPORATIVO",gp@vsys.com,11/28/2018,33644576,UNC.CUAD.V9.2,UNR.CUAD.V9.2,33644825,20,1,125.85,2517,125.85,,
A10181492,71269942,Facturado,"BANCO AUTOFIN MÉXICO, S.A., INSTITUCIÓN DE
BANCA MÚLTIPLE BAM CORPORATIVO",gp@vsys.com,11/28/2018,33644576,UNC.CUAD.V9.2,UNR.CUAD.V9.2,33644825,20,3,125.85,2517,377.55,,
A05140105,71433711,Facturado,"BACHOCO, S.A. DE C.V. CV VERACRUZ",gp@vsys.com,3/15/2016,26619200,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26619233,6,6,162.8,976.8,976.8,,
A05140105,71433711,Facturado,"BACHOCO, S.A. DE C.V. CV VERACRUZ",gp@vsys.com,3/15/2016,26619185,UNC.CUAD.904.1,UNR.CUAD.904.1,26619199,2,2,162.8,325.6,325.6,,
A05140105,71433711,Facturado,"BACHOCO, S.A. DE C.V. CV VERACRUZ",gp@vsys.com,3/15/2016,26619234,UNC.CUAD.911.1,UNR.CUAD.911.1,26619235,10,8,12,120,96,,
A05140105,71433711,Facturado,"BACHOCO, S.A. DE C.V. CV VERACRUZ",gp@vsys.com,3/15/2016,26619236,UNC.CUAD.917.1,UNR.CUAD.917.1,26619237,1,1,430.5,430.5,430.5,,
A05140105,71433711,Facturado,"BACHOCO, S.A. DE C.V. CV VERACRUZ",gp@vsys.com,3/15/2016,26619238,UNC.CUAD.916.1,UNR.CUAD.916.1,26619239,1,1,262.5,262.5,262.5,,
A05140090,70003461,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO MERIDA PLANTA ALIM 2",gp@vsys.com,4/18/2016,26617906,UNC.CUAD.904.1,UNR.CUAD.904.1,26617907,8,8,162.8,1302.4,1302.4,,
A05140090,70003461,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO MERIDA PLANTA ALIM 2",gp@vsys.com,4/18/2016,26617939,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26617940,32,32,162.8,5209.6,5209.6,,
A05140090,70003461,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO MERIDA PLANTA ALIM 2",gp@vsys.com,4/18/2016,26618077,UNC.CUAD.911.1,UNR.CUAD.911.1,26618078,40,40,12,480,480,,
A05140090,70003461,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO MERIDA PLANTA ALIM 2",gp@vsys.com,4/18/2016,26618079,UNC.CUAD.917.1,UNR.CUAD.917.1,26618080,1,1,430.5,430.5,430.5,,
A05140144,71433710,Facturado,"BACHOCO, S.A. DE C.V. CDIS MOCHIS",gp@vsys.com,5/18/2016,26619263,UNC.CUAD.904.1,UNR.CUAD.904.1,26619264,3,3,162.8,488.4,488.4,,
A05140144,71433710,Facturado,"BACHOCO, S.A. DE C.V. CDIS MOCHIS",gp@vsys.com,5/18/2016,26619281,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26619282,12,12,162.8,1953.6,1953.6,,
A05140144,71433710,Facturado,"BACHOCO, S.A. DE C.V. CDIS MOCHIS",gp@vsys.com,5/18/2016,26619347,UNC.CUAD.911.1,UNR.CUAD.911.1,26619348,15,15,12,180,180,,
A05140144,71433710,Facturado,"BACHOCO, S.A. DE C.V. CDIS MOCHIS",gp@vsys.com,5/18/2016,26619349,UNC.CUAD.917.1,UNR.CUAD.917.1,26619350,1,1,430.5,430.5,430.5,,
A05140144,71433710,Facturado,"BACHOCO, S.A. DE C.V. CDIS MOCHIS",gp@vsys.com,5/18/2016,26619351,UNC.CUAD.916.1,UNR.CUAD.916.1,26619352,1,1,262.5,262.5,262.5,,
A05140095,70003443,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO MAZATLAN",gp@vsys.com,5/19/2016,26619937,UNC.CUAD.903.1,UNR.CUAD.903.1,26619938,1,1,162.8,162.8,162.8,,
A05140095,70003443,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO MAZATLAN",gp@vsys.com,5/19/2016,26619948,UNC.CUAD.904.1,UNR.CUAD.904.1,26619949,2,2,162.8,325.6,325.6,,
A05140095,70003443,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO MAZATLAN",gp@vsys.com,5/19/2016,26619963,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26619964,3,3,162.8,488.4,488.4,,
A05140095,70003443,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO MAZATLAN",gp@vsys.com,5/19/2016,26619985,UNC.CUAD.911.1,UNR.CUAD.911.1,26619986,6,6,12,72,72,,
A05140095,70003443,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO MAZATLAN",gp@vsys.com,5/19/2016,26619987,UNC.CUAD.916.1,UNR.CUAD.916.1,26619988,1,1,262.5,262.5,262.5,,
A05140095,70003443,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO MAZATLAN",gp@vsys.com,5/19/2016,26619989,UNC.CUAD.917.1,UNR.CUAD.917.1,26619990,1,1,430.5,430.5,430.5,,
A05140071,70003389,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DF TLALNEPANTLA",gp@vsys.com,5/7/2016,26615591,UNC.CUAD.903.1,UNR.CUAD.903.1,26615592,29,29,162.8,4721.2,4721.2,,
A05140071,70003389,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DF TLALNEPANTLA",gp@vsys.com,5/7/2016,26615662,UNC.CUAD.904.1,UNR.CUAD.904.1,26615663,31,31,162.8,5046.8,5046.8,,
A05140071,70003389,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DF TLALNEPANTLA",gp@vsys.com,5/7/2016,26615840,UNC.CUAD.911.1,UNR.CUAD.911.1,26615841,62,62,12,744,744,,
A05140071,70003389,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DF TLALNEPANTLA",gp@vsys.com,5/7/2016,26615842,UNC.CUAD.917.1,UNR.CUAD.917.1,26615843,1,1,430.5,430.5,430.5,,
A05140071,70003389,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DF TLALNEPANTLA",gp@vsys.com,5/7/2016,26615844,UNC.CUAD.916.1,UNR.CUAD.916.1,26615845,1,1,262.5,262.5,262.5,,
A05140145,70003473,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO CTRO DIST CUERNAVACA",gp@vsys.com,6/2/2016,26618573,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26618574,16,16,162.8,2604.8,2604.8,,
A05140145,70003473,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO CTRO DIST CUERNAVACA",gp@vsys.com,6/2/2016,26618719,UNC.CUAD.911.1,UNR.CUAD.911.1,26618720,25,25,12,300,300,,
A05140145,70003473,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO CTRO DIST CUERNAVACA",gp@vsys.com,6/2/2016,26618533,UNC.CUAD.903.1,UNR.CUAD.903.1,26618534,7,7,162.8,1139.6,1139.6,,
A05140145,70003473,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO CTRO DIST CUERNAVACA",gp@vsys.com,6/2/2016,26618558,UNC.CUAD.904.1,UNR.CUAD.904.1,26618559,2,2,162.8,325.6,325.6,,
A05140145,70003473,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO CTRO DIST CUERNAVACA",gp@vsys.com,6/2/2016,26618723,UNC.CUAD.916.1,UNR.CUAD.916.1,26618724,1,1,262.5,262.5,262.5,,
A05140145,70003473,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO CTRO DIST CUERNAVACA",gp@vsys.com,6/2/2016,26618721,UNC.CUAD.917.1,UNR.CUAD.917.1,26618722,1,1,430.5,430.5,430.5,,
A05140145,70003473,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO CTRO DIST CUERNAVACA",gp@vsys.com,6/2/2016,26618675,UNC.CUAD.906.1,UNR.CUAD.906.1,26618676,25,25,18.5,462.5,462.5,,
A05140143,70181820,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO GRANJA LOS VENADOS",gp@vsys.com,6/2/2016,26619734,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26619735,9,9,162.8,1465.2,1465.2,,
A05140143,70181820,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO GRANJA LOS VENADOS",gp@vsys.com,6/2/2016,26619786,UNC.CUAD.917.1,UNR.CUAD.917.1,26619787,1,1,430.5,430.5,430.5,,
A05140143,70181820,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO GRANJA LOS VENADOS",gp@vsys.com,6/2/2016,26619788,UNC.CUAD.916.1,UNR.CUAD.916.1,26619789,1,1,262.5,262.5,262.5,,
A05140143,70181820,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO GRANJA LOS VENADOS",gp@vsys.com,6/2/2016,26619784,UNC.CUAD.911.1,UNR.CUAD.911.1,26619785,15,15,12,180,180,,
A05140143,70181820,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO GRANJA LOS VENADOS",gp@vsys.com,6/2/2016,26619719,UNC.CUAD.904.1,UNR.CUAD.904.1,26619720,2,2,162.8,325.6,325.6,,
A05140143,70181820,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO GRANJA LOS VENADOS",gp@vsys.com,6/2/2016,26619702,UNC.CUAD.903.1,UNR.CUAD.903.1,26619703,4,4,162.8,651.2,651.2,,
A05140091,70042286,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO ABASTOS GOMEZ",gp@vsys.com,6/20/2016,26619610,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26619611,8,8,162.8,1302.4,1302.4,,
A05140091,70042286,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO ABASTOS GOMEZ",gp@vsys.com,6/20/2016,26619654,UNC.CUAD.917.1,UNR.CUAD.917.1,26619655,1,1,430.5,430.5,430.5,,
A05140091,70042286,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO ABASTOS GOMEZ",gp@vsys.com,6/20/2016,26619656,UNC.CUAD.916.1,UNR.CUAD.916.1,26619657,1,1,262.5,262.5,262.5,,
A05140091,70042286,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO ABASTOS GOMEZ",gp@vsys.com,6/20/2016,26619652,UNC.CUAD.911.1,UNR.CUAD.911.1,26619653,13,13,12,156,156,,
A05140091,70042286,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO ABASTOS GOMEZ",gp@vsys.com,6/20/2016,26619592,UNC.CUAD.904.1,UNR.CUAD.904.1,26619593,3,3,162.8,488.4,488.4,,
A05140091,70042286,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO ABASTOS GOMEZ",gp@vsys.com,6/20/2016,26619581,UNC.CUAD.903.1,UNR.CUAD.903.1,26619582,1,1,162.8,162.8,162.8,,
A05140092,70042233,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO CV TEPIC",gp@vsys.com,6/24/2016,26619058,UNC.CUAD.904.1,UNR.CUAD.904.1,26619059,2,2,162.8,325.6,325.6,,
A05140092,70042233,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO CV TEPIC",gp@vsys.com,6/24/2016,26619074,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26619075,5,5,162.8,814,814,,
A05140092,70042233,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO CV TEPIC",gp@vsys.com,6/24/2016,26619108,UNC.CUAD.911.1,UNR.CUAD.911.1,26619109,7,7,12,84,84,,
A05140092,70042233,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO CV TEPIC",gp@vsys.com,6/24/2016,26619110,UNC.CUAD.917.1,UNR.CUAD.917.1,26619111,1,1,430.5,430.5,430.5,,
A05140092,70042233,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO CV TEPIC",gp@vsys.com,6/24/2016,26619112,UNC.CUAD.916.1,UNR.CUAD.916.1,26619113,1,1,262.5,262.5,262.5,,
A05140070,71360377,Facturado,"BACHOCO, S.A. DE C.V. PLANTA DE ALIMENTOS CELAYA",gp@vsys.com,10/11/2016,26612089,UNC.CUAD.903.1,UNR.CUAD.903.1,26612114,8,8,162.8,1302.4,1302.4,,
A05140070,71360377,Facturado,"BACHOCO, S.A. DE C.V. PLANTA DE ALIMENTOS CELAYA",gp@vsys.com,10/11/2016,26612116,UNC.CUAD.904.1,UNR.CUAD.904.1,26612131,2,2,162.8,325.6,325.6,,
A05140070,71360377,Facturado,"BACHOCO, S.A. DE C.V. PLANTA DE ALIMENTOS CELAYA",gp@vsys.com,10/11/2016,26612132,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26612430,58,57,162.8,9442.4,9279.6,,
A05140070,71360377,Facturado,"BACHOCO, S.A. DE C.V. PLANTA DE ALIMENTOS CELAYA",gp@vsys.com,10/11/2016,26612431,UNC.CUAD.911.1,UNR.CUAD.911.1,26612432,67,66,12,804,792,,
A05140070,71360377,Facturado,"BACHOCO, S.A. DE C.V. PLANTA DE ALIMENTOS CELAYA",gp@vsys.com,10/11/2016,26612434,UNC.CUAD.917.1,UNR.CUAD.917.1,26612435,1,1,430.5,430.5,430.5,,
A05140070,71360377,Facturado,"BACHOCO, S.A. DE C.V. PLANTA DE ALIMENTOS CELAYA",gp@vsys.com,10/11/2016,26612132,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26612430,58,1,162.8,9442.4,162.8,,
A05140070,71360377,Facturado,"BACHOCO, S.A. DE C.V. PLANTA DE ALIMENTOS CELAYA",gp@vsys.com,10/11/2016,26612431,UNC.CUAD.911.1,UNR.CUAD.911.1,26612432,67,1,12,804,12,,
A05140093,71308529,Facturado,"BACHOCO, S.A. DE C.V. PPA LAGOS DE MORENO",gp@vsys.com,11/24/2016,26618160,UNC.CUAD.904.1,UNR.CUAD.904.1,26618201,11,11,162.8,1790.8,1790.8,,
A05140093,71308529,Facturado,"BACHOCO, S.A. DE C.V. PPA LAGOS DE MORENO",gp@vsys.com,11/24/2016,26618202,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26618447,59,59,162.8,9605.2,9605.2,,
A05140093,71308529,Facturado,"BACHOCO, S.A. DE C.V. PPA LAGOS DE MORENO",gp@vsys.com,11/24/2016,26618448,UNC.CUAD.911.1,UNR.CUAD.911.1,26618449,70,70,12,840,840,,
A05140093,71308529,Facturado,"BACHOCO, S.A. DE C.V. PPA LAGOS DE MORENO",gp@vsys.com,11/24/2016,26618450,UNC.CUAD.917.1,UNR.CUAD.917.1,26618451,1,1,430.5,430.5,430.5,,
A05140096,70042293,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DIVISION NTE",gp@vsys.com,11/30/2016,26620042,UNC.CUAD.903.1,UNR.CUAD.903.1,26620064,7,7,162.8,1139.6,1139.6,,
A05140096,70042293,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DIVISION NTE",gp@vsys.com,11/30/2016,26620065,UNC.CUAD.904.1,UNR.CUAD.904.1,26620109,12,12,162.8,1953.6,1953.6,,
A05140096,70042293,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DIVISION NTE",gp@vsys.com,11/30/2016,26620110,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26620303,46,42,162.8,7488.8,6837.6,,
A05140096,70042293,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DIVISION NTE",gp@vsys.com,11/30/2016,26620304,UNC.CUAD.911.1,UNR.CUAD.911.1,26620305,61,61,12,732,732,,
A05140096,70042293,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DIVISION NTE",gp@vsys.com,11/30/2016,26620306,UNC.CUAD.917.1,UNR.CUAD.917.1,26620307,1,1,430.5,430.5,430.5,,
A05140143,70181820,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO GRANJA LOS VENADOS",gp@vsys.com,6/2/2016,26619734,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26619735,9,1,162.8,162.8,162.8,,
A05140143,70181820,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO GRANJA LOS VENADOS",gp@vsys.com,6/2/2016,26619784,UNC.CUAD.911.1,UNR.CUAD.911.1,26619785,15,1,12,12,12,,
A05140070,71360377,Facturado,"BACHOCO, S.A. DE C.V. PLANTA DE ALIMENTOS CELAYA",gp@vsys.com,10/11/2016,26612132,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26612430,58,1,162.8,162.8,162.8,,
A05140070,71360377,Facturado,"BACHOCO, S.A. DE C.V. PLANTA DE ALIMENTOS CELAYA",gp@vsys.com,10/11/2016,26612431,UNC.CUAD.911.1,UNR.CUAD.911.1,26612432,67,1,12,12,12,,
A05140071,70003389,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DF TLALNEPANTLA",gp@vsys.com,5/7/2016,26615591,UNC.CUAD.903.1,UNR.CUAD.903.1,26615592,29,1,162.8,5046.8,162.8,,
A05140071,70003389,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DF TLALNEPANTLA",gp@vsys.com,5/7/2016,26615840,UNC.CUAD.911.1,UNR.CUAD.911.1,26615841,62,1,12,960,12,,
A05140070,71360377,Facturado,"BACHOCO, S.A. DE C.V. PLANTA DE ALIMENTOS CELAYA",gp@vsys.com,10/11/2016,26612132,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26612430,58,1,162.8,11396,162.8,,
A05140070,71360377,Facturado,"BACHOCO, S.A. DE C.V. PLANTA DE ALIMENTOS CELAYA",gp@vsys.com,10/11/2016,26612431,UNC.CUAD.911.1,UNR.CUAD.911.1,26612432,67,1,12,1008,12,,
A05140054,71360218,Facturado,"BACHOCO, S.A. DE C.V. DIVISION BAJIO",gp@vsys.com,4/18/2017,26608064,UNC.CUAD.904.1,UNR.CUAD.904.1,26608111,13,13,162.8,2116.4,2116.4,,
A05140054,71360218,Facturado,"BACHOCO, S.A. DE C.V. DIVISION BAJIO",gp@vsys.com,4/18/2017,26608112,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26608609,122,103,162.8,19861.6,16768.4,,
A05140054,71360218,Facturado,"BACHOCO, S.A. DE C.V. DIVISION BAJIO",gp@vsys.com,4/18/2017,26608754,UNC.CUAD.911.1,UNR.CUAD.911.1,26608755,135,116,12,1620,1392,,
A05140054,71360218,Facturado,"BACHOCO, S.A. DE C.V. DIVISION BAJIO",gp@vsys.com,4/18/2017,26608756,UNC.CUAD.917.1,UNR.CUAD.917.1,26608757,1,1,430.5,430.5,430.5,,
A05140054,71360218,Facturado,"BACHOCO, S.A. DE C.V. DIVISION BAJIO",gp@vsys.com,4/18/2017,26608760,UNC.CUAD.920.1,N/A,N/A,1,1,60000,0,0,,
A05140096,70042293,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DIVISION NTE",gp@vsys.com,11/30/2016,26620110,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26620303,46,1,162.8,7488.8,162.8,,
A05140096,70042293,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DIVISION NTE",gp@vsys.com,11/30/2016,26620304,UNC.CUAD.911.1,UNR.CUAD.911.1,26620305,61,1,12,804,12,,
A05140054,71360218,Facturado,"BACHOCO, S.A. DE C.V. DIVISION BAJIO",gp@vsys.com,4/18/2017,26608112,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26608609,122,1,162.8,19861.6,162.8,,
A05140054,71360218,Facturado,"BACHOCO, S.A. DE C.V. DIVISION BAJIO",gp@vsys.com,4/18/2017,26608754,UNC.CUAD.911.1,UNR.CUAD.911.1,26608755,135,1,12,1620,12,,
A05140145,70003473,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO CTRO DIST CUERNAVACA",gp@vsys.com,6/2/2016,26618573,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26618574,16,1,162.8,3744.4,162.8,,
A05140145,70003473,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO CTRO DIST CUERNAVACA",gp@vsys.com,6/2/2016,26618719,UNC.CUAD.911.1,UNR.CUAD.911.1,26618720,25,1,12,420,12,,
A05140054,71360218,Facturado,"BACHOCO, S.A. DE C.V. DIVISION BAJIO",gp@vsys.com,4/18/2017,26608112,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26608609,122,1,162.8,19861.6,162.8,,
A05140054,71360218,Facturado,"BACHOCO, S.A. DE C.V. DIVISION BAJIO",gp@vsys.com,4/18/2017,26608754,UNC.CUAD.911.1,UNR.CUAD.911.1,26608755,135,1,12,1620,12,,
A05140070,71360377,Facturado,"BACHOCO, S.A. DE C.V. PLANTA DE ALIMENTOS CELAYA",gp@vsys.com,10/11/2016,26612132,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26612430,58,1,162.8,11396,162.8,,
A05140070,71360377,Facturado,"BACHOCO, S.A. DE C.V. PLANTA DE ALIMENTOS CELAYA",gp@vsys.com,10/11/2016,26612431,UNC.CUAD.911.1,UNR.CUAD.911.1,26612432,67,1,12,1008,12,,
A05140071,70003389,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DF TLALNEPANTLA",gp@vsys.com,10/11/2017,26615782,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,26615839,12,1,162.8,1953.6,162.8,,
A05140071,70003389,Facturado,"BACHOCO, S.A. DE C.V. BACHOCO DF TLALNEPANTLA",gp@vsys.com,5/7/2016,26615840,UNC.CUAD.911.1,UNR.CUAD.911.1,26615841,62,1,12,960,12,,
